date_scraped,book_id,review_id,reviewer_id,reviewer_name,review_date,rating,review
11/04/2021,b5,r1454,23571000,Matt,18/06/2017,1,Quit reading at page 261
11/04/2021,b5,r1507,89786812,Fiddler,14/05/2020,4,Maddeningly delightful. Delightfully maddening.
11/04/2021,b5,r1510,118772747,خطاب محمد,22/07/2020,2,S
11/04/2021,b6,r1675,46262950,Floor Flawless ,20/04/2020,0,Not for me
11/04/2021,b6,r1725,461514,Clemmy,12/10/2007,1,how do i do zero stars??
11/04/2021,b6,r1727,495963,Sheila,12/01/2014,3,My review
11/04/2021,b6,r1917,88213742,Elibardo Villegas,17/06/2019,5,Excellent book.
11/04/2021,b6,r1918,16961604,Giorgi Pipia,30/06/2019,2,Boring.
11/04/2021,b7,r1997,9905538,Felek,20/09/2019,3,3.5 stars!
11/04/2021,b7,r2025,99741020,Abid Salam,28/11/2020,3,Quite dull
11/04/2021,b8,r2354,94602,Kelly,27/08/2015,0,Out soon!:. http://www.worldliteraturetoday.org/2...
11/04/2021,b8,r2377,480816,Feblub,16/07/2016,3,3.5 stars
11/04/2021,b8,r2470,51313897,Beyza Gökalp,17/06/2016,5,"(ENG BELOW) Orhan Pamuk her seferinde beni şaşırtmayı başarıyor. Bu sefer de bunu kitabın başkarakteri Mevlut ile yaptı. Onunla hemhal olup İstanbul sokaklarında dolaşmak, 70'lerden bugüne olan dönüşümünü gözlemlemek inanılmaz bir duyguydu. Mevlut'un ikilemlerini, duygularını iliklerime kadar hissettim. 466 sayfa nasıl hızla geçti anlamadım. En hızlı okuduğum kitaplardan biriydi. Orhan Pamuk'un kavrayışına, zekasına bir kez daha hayran oldum. Mutlaka okuyun.. I really love the mind of Orhan Pamuk. This situation intensifies with the every new book of him that I read. This book is special for me because its center point is İstanbul. Mevlut (the main character) strolls around the city mostly at night and observes the changing urban landscape. I amazed by looking at the city with the eye of Mevlut who is migrated from the small village of Anatolia. Everyone especially who lives and loves İstanbul should definitely read this novel. It is like a quick wrap up of my Urban Sociology class in Bogazici University"
11/04/2021,b9,r2641,614778,Ahmad Sharabiani,23/03/2012,4,"Yeni Hayat = The New Life, Orhan Pamuk. The protagonist, Osman, first notices the book in the university canteen when a female student, Janan, sets a copy down for a moment on his table. He later buys his own copy at a bookstall and is so thrilled by this novel that he sets off in search of the new life it promises.. Janan introduces Osman to her lover Mehmet who had also read the book and been to the world it describes. Osman, who at this point is enchanted by Janan, witnesses Mehmet gunned down at a bus stop, but the injured man mysteriously disappears and can't be traced at any hospital.. The two embark on surreal bus journeys in search of Mehmet. One of the buses has a road accident which results in fatalities, however, they emerge alive, expropriating wallets and identities of two dead passengers. They continue the journey and encounter Dr. Fine, Mehmet's father.. Spoilers alert. It turns out that he had sent spies to keep watch on his rebellious son and to murder other readers of the book. Janan herself vanishes and Osman goes on more surreal and violent bus journeys. It later appears that a deceased friend of Osman's father, Uncle Rifki, may actually be the author of the book.. تاریخ نخستین خوانش: روز شانزدهم ماه نوامبر سال 2002میلادی. عنوان: زندگی نو؛ نویسنده: اورهان پاموک؛ مترجم: ارسلان فصیحی؛ مشخصات نشر: تهران، ققنوس، 1381؛ در 344ص، شابک: 9643112551؛ چاپ سوم: 1386، موضوع: داستانهای نویسندگان ترکیه - سده 20م. روزی کتابی خواندم و کل زندگیم عوض شد؛ کتاب نه فقط بر روحم، بلکه بر همه چیزهایی که مرا برساخته بودند، تاثیر میگذاشت (ص هفت) از متن کتاب. داستان، تاثرات مرد جوانی است، که پس از خوانش کتاب «زندگی نو»، در پی افسونی خیالی، برای آنکه آدمی نو شود (آدمی از آن دو دنیا)، در پی یافتن دختری به نام «جانان»، که بانی آشنایی اش با کتابی شده، که مسیر زندگیش را دیگر کرده؛ گذشته ی خویش را ترک میکند، و راهی سفر میشود؛ «پاموک»، در رمان «زندگی نو»، با ژانر پست مدرن، با استفاده از ترکیب زاویه دید اول شخص، و سوم شخص، به مواردی همچون زندگی نو، در برابر زندگی کهنه، و قدیمی؛ واقعیتها و عینیتها، رودرروی تخیل، و ذهنیتها؛ پختگی و تجربه، در برابر بی تجربگی، و خامی جوانی؛ سنت در مقابل مدرنیته، فرهنگ غرب، در برابر فرهنگ شرق؛ میپردازد؛ ایشان از مسائلی همچون عشق، مرگ، هستی، تصادف، و مشکلات انسان شرقی ،در عصر بحران زده، و نیز از خوشبختیهای نامحسوس سخن میگویند. نقل از ص بیست و دوم از متن: در پی خواندن کتاب، خود را در حال گردش در سرزمینی یافتم که از نور ساخته شده. نقل از ص شصت و نهم از متن: میدانم که شما هم در پی زمان بی وزنی هستید، نه آنجا، نه اینجا، اما کسی دیگر شدن و در باغچه آرام بین دو دنیا ...؛. نقل از ص نود و پنجم متن: این را هم فهمیده ام که برای آنکه آدمی نو بشود باید گذشته را به کلی ترک کند. نقل ص یکصد و هفده متن: چون یک کتاب خوانده بودم، کل دنیایم را گم کرده بودم، برای پیدا کردن دنیای نو، توی راه ها سرگردان شده بودم. از ص یکصد و چهل و پنج متن: اگر دیدن بچه ی یکی از محله های فقیرنشین استانبول، که همانقدر سریع ششلول میکشد که «بیل کید» و همانقدر درستکار است که «تام میکس»، هیجان زده تان میکند، پس منتظر ماجراهای بعدی هم باشید. از ص یکصد و پنجاه و یک متن: وقتی تمدنهای بزرگ سقوط میکنند و حافظه ها از بین میروند، نخستین کسانی که فاسد میشوند بچه ها هستند. آنها چیزهای قدیمی را سریعتر و راحتتر فراموش میکنند و چیزهای نو را آسانتر میپذیرند. تاریخ بهنگام رسانی 20/12/1399هجری خورشیدی؛ ا. شربیانی"
11/04/2021,b9,r2777,9027931,Anita,19/06/2018,1,"Just, no."
11/04/2021,b9,r2778,63435039,Negli Gallardo,11/07/2018,4,Very interesting book.
11/04/2021,b9,r2790,3750249,Donald Quist,01/04/2020,3,Weird and Felt.
11/04/2021,b9,r2869,10431886,Gianfranco Lanzio,15/10/2014,4,Strange wonderful book.
11/04/2021,b9,r2874,21321522,Michael Vincent,09/03/2015,5,Ouch.
11/04/2021,b9,r2882,10396436,David,20/03/2016,3,Weird!
