date_scraped,book_id,review_id,reviewer_id,reviewer_name,review_date,rating,review
11/04/2021,b1,r311,16819062,S. ,"Jun 17, 2018",2,"I should've re-read Ferdausi instead.. or should I blind myself in the fashion of Bihzad after the fall of Herat ?. Some of the lines depicted the miniatures controversy and figuartive art in Islam, which was okay... Some of the miniaturists parables reminded me of the Shahnameh and other persian stories, and that sent me wondering why haven't I settled on reading some Nizami ?"
11/04/2021,b1,r312,49635284,Dolf van der Haven,"Apr 22, 2019",5,"A true masterpiece, justifiably leading to the author's Nobel Prize. Not only the style, with its continually changing perspectives, but also the ability of evoking 16th-century Istanbul and the world of miniaturists, are signs of a masterful author. Be sure to know your Persian classics before reading this novel!"
11/04/2021,b1,r313,51183187,Darren,"Sep 07, 2019",4,"Well-written blend of historical/murder-mystery along with elements of romance and humour, and an overwhelming paean to illustrative art. Never really felt sufficiently engaged with any of the characters though (Esther the clothier was my fave ""Clothiieeer!""). A book that is easy to read and easy to admire, but hard to love. 3.5 stars, rounding up cos 3 would be harsh."
11/04/2021,b1,r314,59150289,Ashley,"Feb 20, 2020",4,"Delightful descriptions, immersive integration of culture, and thought-provoking themes abound. It tested my intellectual maturity, if that makes sense, which I enjoyed. The ending moved slowly and then quickly, its purpose of wrapping things up quite clear and a deviation from the method of previous sections, which I didn’t quite enjoy."
11/04/2021,b1,r315,7349895,Debra Robert,"Sep 26, 2020",2,"This was an awful book for me. I read that it is not a good place to start reading Orhan. It took too long to start making sense of and read ultra slow.. This requires study and dedication. I was also getting depressed reading it. I can read dark books, but there was just something about it that kept me sullen and on edge. I’d rather read Faulkner over again and again."
11/04/2021,b1,r316,126156505,Sarah Plutnicki,"Jan 10, 2021",4,"overall a really interesting and well-written read. i haven’t learned too much about islamic styles of art before and it was interesting to see how religion, art and politics played out during this time period. i really loved the latter part of the book. there were moments where i wanted to skip through some of the chapters, but i ultimately do see the importance of having so much imagery language and historical anecdotes to the book as a whole. this book was definitely unlike anything i’ve read before."
11/04/2021,b1,r317,33251886,Magda Rewt,"Dec 21, 2018",3,This book does take a little getting used to. It used several characters to explain what is going on in different chapters so it can get rather confusing. It definitely drags on a lot too much so I had to put it down at times
11/04/2021,b1,r318,110441708,Benjamin,"Feb 21, 2020",0,"Ending is not satisfying however it is at least competent. Probably the best written work I have ever read. I would not have read it if I was not required to, but I will read it again in the future. I would recommend for anyone mature and over the age of sixteen."
11/04/2021,b1,r319,15721315,Stacey Falls,"Mar 29, 2020",3,"i think there was just a lot lost in translation for me, and it made it hard for me to fully enjoy this book. i mean that figuratively and literally. culturally, i just didn't really ""get it"". i didn't fully understand the controversy around the different types of art--the traditionalists vs. the frankish style...? and i really didn't care about which sultan or leader was in charge and what their view on art was.. i was sort of compelled by the love story.. but the mystery aspect of the story left me bewildered. all the characters sounded the same. none of them had unique voices or perspectives. whether they were miniaturists, wealthy patrons of the arts, murdered bodies, poor jewish peddlers, widowed women...they all seemed the same. maybe this was an issue with the translator, i don't know. but when the murderer was finally revealed, i didn't really care. i didn't have any attachment to any of the characters. i didn't suspect any of them.. i honestly am not sure why i even read the whole thing. there was something vaguely compelling.. the scenery was richly described. i loved the imagery of the royal treasury and the run down dervish temple. i could picture and revel in the energy of the coffee house. even the streets of istanbul were made alive and exciting.. but the pages and pages going through all the different illustrations and their historical relevance could have been edited out.. i'd love to understand all the acclaim this book received."
11/04/2021,b1,r320,41648118,Tova,"Aug 25, 2017",4,More like a 3.5. Little Orhan is my soul child spirit animal. RTC.
11/04/2021,b1,r321,56818297,Meng Zhao,"Sep 13, 2017",3,"To my untrained literary taste, it can be compressed by at least half...."
11/04/2021,b1,r322,79904,Anna,"Mar 11, 2018",4,"I loved the descriptions of the art, all the different perspectives the author went through, the playfulness at the end of the narrator/author same name, and the history & personalities embedded within the book. this was the first book i read by this author, but i would like to read more"
11/04/2021,b1,r323,49162308,Gordan Karlic,"Jul 13, 2018",4,"East vs West.. To paint a face or not to paint a face.. It is a new look on Clash of the civilizations and I really liked plot and POV, but it was too long."
11/04/2021,b1,r324,26409831,Mark,"Jul 29, 2018",5,Exquisitely written
11/04/2021,b1,r325,4003605,Carri,"Oct 27, 2018",3,"This book was dense. With a lot of dry history. I read it in fits & starts never making a lot of progress and only occasionally really getting lost in it.. The premise is interesting & the writing was good. I wanted to love this book, but I could barely make myself finish it."
11/04/2021,b1,r326,43562431,Cestmoi,"Dec 10, 2018",0,this book was so bad it made me forget i was supposed to be telling goodreads everything i read this year
11/04/2021,b1,r327,27976007,Abderazak Charef,"Feb 20, 2019",4,"""I am not me but eternally thee"".. I've always wondered how one might illustrate this line.. ... My Name is Red"
11/04/2021,b1,r328,567992,Heba,"Apr 17, 2019",4,"It took me ages to finish it. I loved it and I loved story and the amount of information I gained from the book. I’m not a fan of a lot of details and long conversations. I believe that’s why I was struggling to finish it. I might come back later for a better and detailed review.. But for now, if you ask me if I will recommend this book to anyone? I would defiantly say yes."
11/04/2021,b1,r329,75567439,Sahana Venugopal,"Sep 30, 2019",5,"Sensuous, erotic, and disturbingly beautiful. I have never stepped into a literary world that came this close to my physical senses. I finished reading and needed time to just lay down and recover. I LIVED for those last 5-10 pages."
11/04/2021,b1,r330,46427624,Senka Mušić,"Nov 16, 2019",5,"An unforgettable journey, written in such a unique way. The reader is immediately transported into the Ottoman Empire, through colors, sounds, textured, smells and movement!"
11/04/2021,b2,r631,69790898,Kamran Sehgal,"Jan 17, 2019",5,"As with his 'My Name is Red' I found the combination of characters, plot, and exploration of Turkey's crisis of identity the main draw. This book draws you in very well with these attributes."
11/04/2021,b2,r632,260987,Valerie F,"Jan 28, 2018",5,"Beautifully written, melancholy, describes well for non-Turks the contemporary struggle between secularism and stricter observance of Islam, as well as other historical conflicts with Armenians, Communists, and other groups."
11/04/2021,b2,r633,81014235,Stephen,"Dec 10, 2018",3,"I couldn’t make up my mind whether this was verbose or subtle. The writing is excellent with the author having a telling eye for a good phrase & gift of rendering a faithful image of this claustrophobic Turkish town & its varied inhabitants. The power struggle between the moderates & extremists on both the secular & religious sides is well depicted. Nobody is truly neutral in whatever field they operate in. If the book had stuck to that it would have, in my opinion, merited a 5 star review. Unfortunately, the painstaking literary angle (which allowed a lot of padding at the end in particular) added little. As long as Ka was a moderate secularist he could have been a bus driver rather than a poet & the book notably punchier as a result. Almost excellent but not quite."
11/04/2021,b2,r634,80943505,Saims,"Jan 29, 2020",5,"Bloody brilliant. It seemed like it was based on a true story, I may be wrong and in which case this was so beautifully written.. Essential reading"
11/04/2021,b2,r635,321314,Jeff Scott,"Aug 14, 2009",4,"This story is more of a vehicle to explore the different characters and issues of Turkey. Islamists, Atheists, terrorist, westerners, and those caught in between are all explored. In the end, the author's message is that we don't really understand any of them, that there's no way to do so.. The main character, KA, drives the plot. He returns to Kars, Turkey, from Frankfurt Germany so that he can woo and marry the woman of his dreams who is recently divorced. The author builds up the story to root for Ka. However, three quarters of the way into this story, we know there isn't a happy ending for the protaganist. He doesn't get the girl, in fact, we find that he will be shot and killed four years after the main events of the story.. Why do that to your reader? That seems a little mean to suddenly break into the story and write something like, ""Oh by the way, I need to interrupt your story. You know the main character, it doesn't really work out for him. You're not really supposed to pay attention to him anyway. He is just a vehicle to say what I want to say about Turkey and the certain characteristics about its inhabitants."" This isn't an actual quote, I'm just summing up my feelings. However, when I finished the book, and you find what Ka does in order to secure his own happiness, I think he deserved to be shot.. The story is a good story because you have all these characters that have misconceptions about everybody else. No one really understands anyone. They all have these built up and romanticized stories or to villainize Islamists, Atheists, Westerners, and others. There is no middle ground, just ridiculous notions. The author himself even says his own story is one of them and not to believe any of it. You can pull that content from the passages below.. Passages. ""We're not stupid we're just poor and we have a right to want to insist on this distinction...Mankind's greatest error, the biggest deception of the past 1000 years is this, to confuse poverty with stupidity. Throughout history, religious leaders and other honorable me of conscience have always warned against this shaming confusion. They remind us that the poor have hearts, minds, humanity, and wisdom, just like everyone else. When hans hanson sees a poor man he feels sorry for him. He would not necessarily assume that the man's a fool who's blown his chances or a drunk whose lost his will. I can't speak for hans hanson, but that's what everyone thinks when they see a poor man.. People might feel sorry for a man who has fallen on hard times, but when an entire nation is poor the rest of the world assumes that all. its people must be brainless, lazy, dirty, clumsy, fools. Instead of pity, the people provoke laughter. It's all a joke. Their culture, their customs, their practices. In time the rest of the world may some begin to feel ashamed for having thought this way, and when they look around and see the immigrants from that poor country mopping their floors and doing all the other lowest paying jobs, naturally, they worry about what might happen if these workers one day rose up against them. So, to keep things sweet they start taking an interest in immigrant's culture and sometimes even pretend they think. of them as equals...When a westerner meets a foreigner from a poor country, he feels contempt. He assumes that the poor man's head must be full of all the nonsense that plunged his country into poverty and despair."" p. 300. p. 400. I turned backed to Fazil and asked him what he would say to my readers if ever I was to write a book set in Kars.. ""Nothing"", his voice was determined. When he saw my face fall, he relented.. ""I did think of something, but you may not like it."" he said. ""If you write a book set in kaas, and put me in it, I'd like to tell your readers not to believe anything you say about us, anything you say about any of us, no one could understand us from so far away."". ""But no one believes in that way what he reads in a novel."" I said. ""Oh YES they do"" he cried, ""If only to see themselves as wise and superior and humanistic. They need to think of us as sweet and funny and convince themselves that they sympathize with the way we are and even love us. But if you had put in what I just said at least your readers will put a little room for doubt in their minds."""
11/04/2021,b2,r636,9314075,Carl R.,"May 06, 2012",5,"One of the jacket blurbs on the paperback edition of Orhan Pamuk’s Snow declares that the book heralds the return of the political novel. I don’t know that the political novel ever went away or, indeed, what a political novel is, exactly, but I do know that the phrase cannot contain this first-drawer work of literature.. Snow’s themes and ideas are complex enough to absorb seminars by themselves. Isolation--political, psychological, romantic, artistic--is but one of the concepts that is intertwined in the interior and exterior lives of the characters as well as the overall action of the novel. The concept of authority--where it rests and how it is exercised in government, families, friendships--moves the plot through the streets of the storm-isolated town of Kars where the novel is set. Kars itself is at once the place where nearly all the action occurs and a metaphor for Turkey and even for the emotional lives of the characters. The analyst who diagrammed the travels of protagonist Ka through its streets might be rewarded with meaning kin to Leopold Bloom’s meanderings through Dublin. And these don’t begin to exhaust what all could be termed main themes. The book is resplendent with them.. Literature itself is a main character. The protagonist Ka is a writer who has come to Kars ostensibly to report as a journalist (though he is primarily a poet) on the upcoming elections. He has endured a long creative dry spell, but his return to the town of his youth sparks new inspiration, and he writes a number of poems. The reader gets to see very little of their content, but the occasions for their composition are all integral to the movement of the action. And, once again, a study of their order and the circumstances under which they were written could consume a considerable course of study.. Important also, arguably the most important, is the title metaphor. Snow isolates Kars for most of the time the novel spends there. It controls the actions and thoughts of many of the characters. The pivotal events would be impossible without it. Artistically and psychologically, the structure of the snowflake becomes not only a figure for Ka’s interior life, but a diagram for universal system of thought, artistry, and psychology. Exploring its ramifications would reward a great deal study. Ka places his Kars poems, for example, in various locations on the diagram of the snowflakes six poles according to a system of concepts and emotions he has devised. And that system is meant to reflect no less than a structure of the universe. A cliche idea, I thought, to see the universe in a snowflake, no two of which are alike as we’ve been told and told and told. But Pamuk renders the whole idea marvelous.. Adding still another dimension to all this complexity is the narrator, who we think at first is the omniscient author, but who soon turns out to be someone who knows or has known the protagonist in the past, then turns out to be someone who is a bit of detective trying to sort out . . . but I’m giving too much away. The novel is in one sense a mystery along with all its other senses.. Finally, on the political/cultural level, westerners seldom get a chance at insight into the mind of the Muslim world. I’m not talking here about political posturing or slaughter of innocents or quaint costumes. I’m talking about a first-rate artist showing us what it means to live constantly with the idea that your culture is inferior, playing catchup with a world that has passed you by and judges you while glancing over its shoulder as it speeds far down the road ahead. It’s not an idea you necessarily accept or live by, but it permeates your world like a bad smell you can’t get rid of. Snow gave me some insight into why cultural understanding is so difficult to achieve, and it didn’t give me a great deal of hope that it was going to happen in the near future.. However, Snow did reinforce my conviction that art can transcend--at least for the space of a book or ballet or play or symphony--all the bombs and hatred-spewing presidents and Ayatollahs. And to anyone who cares to take the trouble the exploration of just this one work of Pamuk’s could last for years. I’m not going to dive in to that extent, but I am going to read more of this Nobel guy. Come back later and see what I come up with."
11/04/2021,b2,r637,1993309,Kristel,"Apr 27, 2014",3,"Short synopsis: A story set in Kars, Turkey. Ka, a poet, visits on assignment to write about the suicides of young women. His reason for being there is Ipek who he plans to bring back to Germany as his wife. It is snowing……. Reactions: at first I wanted to like this story, it has been described as poetic and I think that is accurate for the first part of the book but it is also as boring as looking at a snow covered landscape devoid of color. I think the author had something going by using the snow to describe the experience of Ka but then it just “melted”. At first, I felt resentment. I did not like that the Islamist kept telling others how they were thinking. It made me hate this religion. There is no grace or mercy here. Its hard for me to understand the intolerance for Christianity and the blindly tolerant view of Islam. Then there was some enlightenment. The mixed messages that people living in Kars receive through communism or socialism, Islam, etc was evident. The girls raised to wear a scarf, taught that it was expected in their religion and then told to “take the scarf off”. The confusion caused by the mixing of politics with religion and the manipulation used by the various parties. No one seemed to think it was wrong to lie and to harm others if it promoted the agenda.. I first I thought I could like Ka but I could not. I could understand wanting to meet up with a former acquaintance and propose and get married. I think that is an okay goal but when he started being devious and manipulative in his endeavors, then I no longer was happy with him. The interest in pornography had also crippled him, in my opinion. He was a weak man and in the end he just went too far with his jealousies.. The authors purpose: Mr Pamuk states that he wanted to write a novel that would explore the political conflicts in Turkey. He used a small town to give a microcosm view of the whole. He discusses in the postscript how difficult it is to write a political novel about this area and apparently there were political persecutions for which he had to hire a lawyer. The book involved a not of careful editing. The author is a recipient of the Nobel Prize in Literature in 2006. His partner is the author, Kiran Desai.. Why is it included in 1001 Books you Must Read Before You Die? Is there anything that this book adds to the development of the novel? I suspect that because this is a work that looks at political Islam, clash of Western and Islam and that the author is Turkey that this book is unique. The use of lyrical prose and the technique where the author writes himself into the story is not unique. Characters were frequently stereotypes. Ka was developed. The other characters represented certain characters and classes in the microcosm of Turkey. The language did create the scene, the use of snow was ‘smart’ in keeping everyone contained in this drama for three days and the tone was set by the snow. The book had emotional impact though not necessarily positive for me. I am glad to be done. I think the author probably deserved the Nobel Prize for literature for being able to write this controversial and potentially risky novel.. I also wanted to add this quote; ""If only to see themselves as wise and superior and humanistic, they need to think of us as sweet and funny, and convince themselves that they sympathize with the way we are and even love us."" page 442. I think this is very true (but not for me). I don't like their religion or their politics."
11/04/2021,b2,r638,1455091,Ryan,"Feb 02, 2011",2,"Seems appropriate for a 4-day snow day from school... Plus I've been wanting to read another Islamic account of life in the Middle East besides Kite Runner and Thousand Splendid Suns.... _______________________________________________________________________. Boring… Oh my God, I'm so glad I'm done... I have no idea how to go about my response to this book. I so disliked it that I don’t even feel like taking the time to detail and justify every reason why. I felt absolutely nothing throughout – nothing for the characters (whom I thought were lifeless, with nothing to back them up), nothing for the plot (which was not suspenseful, had no momentum, and frankly seemed hard to keep track of with the Turkish names, places, and the guise of the theater crew running a [real?] coup), and nothing for “the cause” (which I couldn’t even decipher).. I was so excited to read a “real” portrayal of Islamic culture after my disappointment with “The Kite Runner” and “A Thousand Splendid Suns.” I thought those two novels were too popularized, not as piercing as they could be, not as poetic and psychologically insightful as could be – (though I CERTAINLY found out how offended douche-bag fans of Hossieni could be if you do not agree with their love and infatuation…) However, I’m almost MORE disappointed with this, having had such higher expectations.. You would think that a love story set in the time of Islamic Revolution in the Middle East would be a dynamic, captivating, exciting story. However, I felt like nothing was believable in this. There was a coup – where performers openly fire on an audience – that doesn’t seem plausible; there was a love story – where our protagonist falls in love within seconds and then proceeds to act romantically robotic to her and with her; there was a main character who, as a poet, seemingly found his way into every single turn of events – really? The poet? So crucial to life, the revolution, religious leaders, feminists, the secret police? Everything must pass though him? Even the Islamic struggle didn’t really feel as sure and powerful as the news on TV lately does. Yes, there is the government, the religious leaders, the feminists – but their struggles seemed “dumbed down” or simplified or reduced to stereotypes, simple symbols, or just accepted as “common belief.” The women fight for 400 pages over the right to kill themselves or to take scarves off their heads. The Islamists think anyone who doesn’t want to follow Sharia Law is an atheist and they won’t speak to them. Our main character walks around aimlessly waiting for poems to miraculously come to him, all while solving the crisis everyone has around him.. I don’t know…. I’m not even sure I’m representing this 100% correctly, but just like when I was reading the book, I don’t care. I wasn’t drawn in enough to follow it, or care enough to follow it. I should have stopped after page 200 but I can’t leave a book unfinished. But this seriously took me twice as long to get through as a normal book, I seriously fell asleep while reading countless times, and I finally just “sped read” through each sentence/paragraph to get through it as fast as possible. How is it possible that a book with this subject matter could not come across to the reader in a more urgent, gripping, dynamic fashion? I'm still looking for an accurate, moving, poetic look at the Islamic countries we hear so much about nowadays..."
11/04/2021,b2,r639,6652736,Dima Lababidi,"Jan 01, 2019",5,"Snow by Orhan Pamuk was one of those books that change your perspective entirely about wars, military coups, political and religious leaders who think they’re powerful and really just how human everyone around us is. I loved Necip and the charcoal station dog and the effect the snow left on everything it touched, but I hated the snow itself, and I don’t hate Ka, I really think he’s so human. No wonder Pamuk won the Nobel Prize for this novel. He’s a master of story telling and painting images for the readers. This is always gonna be one of my top 10 favorite books."
11/04/2021,b2,r640,1086452,Dia,"Dec 13, 2009",3,"One of the back-cover blurbs (by John Updike) uses the word ""tonic"" to describe this book, a descriptor I don't remember ever seeing applied to a written work but which immediately provoked an appetite for this one. In the end, I didn't really feel that this book was a tonic -- I'm not sure that it's even possible for literature to be tonic, interesting though that prospect is.. Nonetheless, this book has much to recommend it. It's set in contemporary Turkey, a place that, as the Turks in this book are well aware, we Americans and other Westerners know little about. The book is far from didactic or moralistic; in fact it probably falls more onto the absurdist side of things, albeit tempered by moments of yearning and near-fulfillment that might be called romantic (although those moments come in an unnervingly clockwork manner: every time something frightening happens, the man we are following notices the beautiful snow, recalls his lover, or writes a pristine poem -- but these romantic moments are almost more like the tics of a person tormented by an unpredictable punisher than they are the effusions of a daisy-picking universe-communer).. The guiding question of this book is universal, not particular to Westernized Islamic countries, as is expressed in the following dialogue:. ""...Listen to me: Life's not about principles, it's about happiness."". ""But if you don't have any principles, and if you don't have faith, you can't be happy at all,"" said Kadife.. ""That's true. But in a brutal country like ours where human life is cheap, it's stupid to destroy yourself for the sake of your beliefs. Beliefs, high ideals -- only people living in rich countries can enjoy such luxuries."". ""Actually, it's the other way round. In a poor country, the only consolation people can have is the one that comes from their beliefs."". The book certainly shows people, and not just poor people, looking for consolation in every possible place and not achieving it in any lasting way, changing their commitments as they become disillusioned or as it becomes politically necessary to do so. This endless identity- and happiness-seeking activity seemed familiar enough to this Westerner.. Perhaps more particular to its locale, the characters in this book display a palette of emotional response that I would guess is foreign to, or perhaps suppressed by, most Westerners. That people can be truly terrified that they might become atheists; that people can be truly ashamed that they are whatever nationality they are; that the dominant experience one has of love is the near certainty that one will lose the beloved: These were some recurring emotional responses of characters in this book that English-speaking readers might not identify with but will be drawn toward by the passion and precision of the writing.. For all the absurdity, sociopolitical provocations, and despair contained in this book, it is somehow not a gloomy tome. Perhaps it's the snow lacing the pages, or the invisible poems, that do provide some tonic to help one digest this book. Though the book (like this review!) is a bit too long, the whiffs of Kundera, Murakami, and even Raymond Chandler, keep it moving. It's a skillful author whose very serious book feels so light in one's hands."
11/04/2021,b2,r641,10706328,Nethra Ram,"Dec 21, 2013",2,"Unfortunately my first DNF this year. I've been wanting to read this book for quite some time and I was initially blown away by the poetic writing and the grim circumstances bring discussed. But the grand welcome stops right there.. 1. I don't think you'll understand the various standpoints in this book, without having a prior knowledge of the religious and political differences underlined as a lifestyle in Kars. Without those hints you'll have a tough time rounding up who supports whom before you can even decide if someone's reasoning is justifiable. This becomes a major problem as the book progresses because it'll just plainly confuse you.. 2. I like the idea of including the author as a character in the book...I do not know if the narrator friend is the author himself because I didn't finish it, but this guy gets very annoying at times. When the point of view suddenly shifts in the middle of a tense situation, to first person, the friend telling you he hasn't seen Ka in years, or something equally unimportant, you'll want to tell him 'Shh dude, will you just shut up for a moment?' Plus, having Ka's sexual feelings described in the words of a friend, is in my opinion a little gross.. 3. The conflict and confusion that Ka faces, I felt, were not strung together convincingly. There's atleast a dozen obvious ones - visiting his homeland after so long, realizing the situation is building up towards something unpleasant not to mention everything as he knew it has changed already, pent-up emotions, unrequited love, decisions to make about fight or flight, the guilt that comes with it, religious faith etc. All these bubbles just hang in mid air, not being dealt with in full and therefore not weaving together a landscape you'd want to explore and understand. (I wonder if this is because of the translation.). 4. Speaking of landscapes, the use of snow, beginning with the title and as a backdrop for the story is a fantastic idea, the umpteen interpretations that can be applied to snow, the metaphors that can be drawn. Sadly, it becomes an overdose after a certain point and quite bland when it becomes repetitive and literal. Something on the lines of 'The snow is beautiful. Did you watch the snow from the window? They are talking about the snow on TV. Hey, did I mention how beautiful the snow falls?' We get it. Its snowing. Why did all those people in the theatre get shot?. Ka catches your attention only in the beginning when he seems like a man of purpose; afterall he is a journalist who is investigating the suicides in the city. But beyond a few chapters he loses track, other characters keep flitting in and out, each with veiled romantic notions and opinions of their own that you don't know fact from fiction anymore. It is as if, Ka, your tour guide for the journey disappeared down a snowed-in road leaving you in the midst of hawkers who're swarming around trying to sell you souvenirs, you who don't speak the language or know your way around. You call after him but he just leaves you with a parting comment - The snow is beautiful. Did I mention it is snowing? You just stare at him as you pull your layers closer and brush off a fleck of white from the end of your nose.. Maybe I'll find the patience to finish this one some other time."
