book_id,review_id,sentence_id,token_id,modifier_id,modifier,modified,dependency_relation
b13,r3906,s31900,t775755,m75,different,translations,amod
b13,r3906,s31901,t775835,m76,many,translations,amod
b13,r3918,s32186,t781213,m77,new,translation,amod
b13,r3931,s32512,t789095,m78,better,translation,amod
b13,r3931,s32512,t789108,m79,impeccable,translations,amod
b13,r3931,s32524,t789606,m80,many,translations,amod
b13,r3931,s32560,t790279,m81,weird,translation,amod
b13,r3931,s32572,t790535,m82,different,translations,amod
b13,r3933,s32600,t791716,m83,glenny,translation,amod
b13,r3935,s32639,t792619,m84,different,translations,amod
b13,r3970,s33176,t806678,m85,uninspired,translations,amod
b13,r3985,s33636,t816951,m86,best,translation,amod
b13,r3985,s33639,t817024,m87,original,translations,amod
b13,r3985,s33641,t817070,m88,modern,translations,amod
b13,r3985,s33642,t817092,m90,celebrity,translators,amod
b13,r3988,s33702,t818626,m91,flowing,translation,amod
b13,r3988,s33702,t818627,m92,idiomatic,translation,amod
b13,r4002,s33909,t823164,m93,particular,translation,amod
b13,r4004,s33948,t824162,m94,various,translations,amod
b13,r4022,s34314,t831542,m95,superior,translator,amod
b13,r4045,s34524,t837267,m96,viable,translations,amod
b13,r4045,s34531,t837403,m97,recent,translation,amod
b13,r4045,s34532,t837428,m98,other,translations,amod
b13,r4051,s34572,t838570,m99,crisp,translation,amod
b13,r4061,s34688,t841295,m100,poetic,translation,amod
b13,r4061,s34688,t841298,m101,literal,translation,amod
b13,r4061,s34689,t841306,m102,poetic,translation,amod
b13,r4061,s34689,t841309,m103,literal,translation,amod
b13,r4067,s34895,t844847,m104,other,translation,amod
b13,r4084,s35135,t850130,m105,hugh,translation,amod
b13,r4084,s35136,t850178,m106,volokhonsky,translations,amod
b13,r4084,s35137,t850256,m107,different,translation,amod
b13,r4096,s35278,t853714,m108,other,translations,amod
b13,r4096,s35278,t853715,m109,hard,translations,amod
b13,r4096,s35278,t853716,m110,copy,translations,amod
b13,r4112,s35443,t858265,m112,different,translations,amod
b13,r4112,s35444,t858295,m113,usual,translations,amod
b13,r4112,s35446,t858394,m115,many,translations,amod
b13,r4120,s35555,t861393,m117,new,translation,amod
b13,r4149,s36069,t870967,m118,different,translations,amod
b13,r4154,s36098,t871562,m119,different,translations,amod
b13,r4154,s36098,t871583,m120,various,translations,amod
b13,r4155,s36123,t872100,m121,better,translation,amod
b14,r4238,s36723,t885999,m122,many,translators,amod
b14,r4238,s36723,t886000,m123,competant,translators,amod
b14,r4262,s37146,t896695,m124,corngold,translation,amod
b14,r4325,s37978,t914339,m125,available,translations,amod
b14,r4347,s38171,t919021,m126,modern,translations,amod
b14,r4444,s38934,t937551,m129,tedious,translation,amod
b15,r4636,s41066,t985660,m130,older,translation,amod
b15,r4643,s41124,t986697,m131,new,translation,amod
b15,r4754,s42407,t1014914,m132,dense,translation,amod
b15,r4758,s42494,t1017451,m133,different,translations,amod
b15,r4832,s43322,t1036848,m134,interpretive,translation,amod
b16,r4889,s43616,t1045656,m135,marvelous,translation,amod
b16,r4900,s43893,t1052210,m137,various,translations,amod
b16,r4914,s44367,t1062330,m138,new,translation,amod
b16,r4914,s44367,t1062331,m139,american,translation,amod
b16,r4927,s44651,t1069096,m140,literary,translators,amod
b16,r4927,s44652,t1069101,m141,literary,translators,amod
b16,r4927,s44653,t1069142,m142,few,translations,amod
b16,r4927,s44653,t1069176,m143,best,translator,amod
b16,r4927,s44657,t1069237,m144,truthful,translation,amod
b16,r4927,s44672,t1069473,m145,formal,translation,amod
b16,r4927,s44674,t1069605,m146,previous,translation,amod
b16,r4967,s45544,t1087402,m147,different,translations,amod
b16,r4967,s45548,t1087489,m148,later,translators,amod
b16,r4967,s45571,t1087871,m149,american,translations,amod
b16,r4967,s45577,t1087925,m150,different,translations,amod
b16,r4979,s45826,t1093173,m152,different,translations,amod
b16,r4980,s45833,t1093353,m153,excellent,translation,amod
b16,r5016,s46369,t1104732,m154,other,translations,amod
b16,r5025,s46533,t1107792,m155,formidable,translators,amod
b16,r5025,s46572,t1108348,m156,other,translators,amod
b16,r5025,s46574,t1108443,m158,other,translations,amod
b16,r5025,s46574,t1108444,m159,recent,translations,amod
b16,r5036,s46721,t1111751,m160,excellent,translation,amod
b16,r5039,s46771,t1112609,m161,other,translations,amod
b16,r5040,s46825,t1113613,m162,first,translation,amod
b16,r5059,s47218,t1122801,m164,articulate,translation,amod
b16,r5059,s47223,t1122929,m165,following,translations,amod
b16,r5060,s47247,t1123206,m166,first,translation,amod
b16,r5089,s47681,t1132576,m168,older,translation,amod
b16,r5110,s47914,t1139370,m169,stellar,translation,amod
b16,r5143,s48263,t1147322,m170,new,translation,amod
b17,r5221,s48848,t1159863,m171,poor,translation,amod
b17,r5221,s48855,t1159917,m172,best,translators,amod
b17,r5230,s49082,t1165705,m174,new,translation,amod
b17,r5230,s49082,t1165707,m175,ready,translation,amod
b17,r5241,s49456,t1174314,m178,ready,translation,amod
b17,r5258,s50027,t1185793,m179,ready,translation,amod
b17,r5270,s50251,t1190894,m180,many,translations,amod
b17,r5270,s50251,t1190895,m181,different,translations,amod
b17,r5297,s50652,t1198253,m182,new,translations,amod
b17,r5320,s50938,t1204881,m183,bad,translation,amod
b17,r5363,s51549,t1218703,m184,new,translation,amod
b17,r5363,s51549,t1218705,m185,ready,translation,amod
b17,r5390,s51961,t1228237,m186,better,translations,amod
b17,r5400,s52051,t1229854,m188,new,translators,amod
b17,r5410,s52211,t1233512,m189,possessed,translated,amod
b17,r5453,s52809,t1247563,m190,volkhonsky,translation,amod
b17,r5459,s52952,t1250174,m191,other,translations,amod
b17,r5485,s53294,t1257123,m192,new,translation,amod
b17,r5485,s53294,t1257151,m193,other,translations,amod
b17,r5485,s53296,t1257204,m194,good,translation,amod
b17,r5506,s53482,t1261470,m195,new,translation,amod
b17,r5506,s53482,t1261472,m196,ready,translation,amod
b17,r5506,s53488,t1261652,m197,other,translations,amod
b17,r5506,s53489,t1261720,m198,previous,translations,amod
b17,r5506,s53504,t1262086,m199,new,translation,amod
b17,r5509,s53542,t1263019,m200,other,translations,amod
b17,r5509,s53542,t1263023,m201,recent,translations,amod
b17,r5515,s53644,t1265496,m202,other,translations,amod
b17,r5515,s53644,t1265497,m203,new,translations,amod
b18,r5764,s56989,t1349043,m206,excellent,translation,amod
b19,r5888,s58097,t1374275,m208,newer,translation,amod
b19,r5938,s58544,t1384623,m209,preferred,translation,amod
b19,r5946,s58692,t1388931,m210,better,translators,amod
b19,r5961,s58970,t1396796,m211,poor,translation,amod
b19,r5961,s58970,t1396803,m212,faithful,translation,amod
b19,r5978,s59124,t1402069,m213,misleading,translation,amod
b19,r6001,s59281,t1405892,m214,first,translation,amod
b19,r6002,s59287,t1406096,m215,latest,translation,amod
b19,r6002,s59287,t1406110,m216,earlier,translation,amod
b19,r6002,s59289,t1406206,m218,earlier,translation,amod
b19,r6002,s59289,t1406220,m219,later,translation,amod
b19,r6049,s59463,t1410591,m220,free,translation,amod
b1,r182,s2329,t61879,m221,good,translation,acomp
b1,r183,s2333,t62087,m222,excellent,translation,acomp
b2,r498,s6256,t156741,m223,stodgy,translation,acomp
b4,r1082,s11780,t301249,m224,lovely,translation,acomp
b4,r1242,s13032,t337594,m225,disappointing,translation,acomp
b5,r1335,s13435,t347768,m226,better,translation,acomp
b5,r1372,s13957,t359621,m227,excellent,translation,acomp
b5,r1585,s15363,t392767,m228,dry,translation,acomp
b11,r3323,s28431,t695960,m229,easy,translation,acomp
b14,r4347,s38170,t919013,m230,exceptional,translation,acomp
b16,r4914,s44367,t1062334,m231,wonderful,translation,acomp
b16,r4927,s44651,t1069099,m232,unique,translators,acomp
b16,r5075,s47516,t1128953,m233,competent,translator,acomp
b17,r5453,s52809,t1247566,m234,supreme,translation,acomp
b17,r5465,s53079,t1252603,m235,excellent,translation,acomp
b1,r14,s204,t6453,m236,alone,translation,advmod
b1,r244,s2902,t78044,m237,maybe,translator,advmod
b2,r367,s4286,t112156,m238,luckily,translated,advmod
b2,r453,s5728,t144380,m239,freely,translation,advmod
b2,r503,s6326,t158431,m240,freely,translation,advmod
b2,r512,s6406,t160465,m241,well,translates,advmod
b2,r630,s7588,t191367,m242,freely,translated,advmod
b3,r688,s8120,t204535,m243,freely,translated,advmod
b3,r722,s8583,t218174,m244,freely,translated,advmod
b3,r722,s8583,t218183,m245,also,translated,advmod
b3,r762,s8942,t226826,m246,masterfully,translated,advmod
b3,r836,s9552,t242521,m247,just,translation,advmod
b3,r852,s9726,t247308,m248,well,translated,advmod
b3,r891,s9943,t252734,m249,well,translated,advmod
b3,r937,s10555,t270220,m250,freely,translated,advmod
b3,r937,s10555,t270223,m251,well,translated,advmod
b4,r996,s10802,t275989,m252,freely,translated,advmod
b4,r1116,s12018,t309171,m253,roughly,translated,advmod
b4,r1143,s12145,t312220,m254,else,translated,advmod
b4,r1183,s12622,t326176,m255,freely,translated,advmod
b4,r1214,s12916,t334814,m256,poorly,translated,advmod
b5,r1348,s13704,t352877,m257,even,translator,advmod
b5,r1390,s14086,t361981,m258,first,translated,advmod
b5,r1413,s14207,t365452,m259,also,translated,advmod
b5,r1413,s14207,t365456,m260,freely,translated,advmod
b5,r1413,s14208,t365503,m261,just,translated,advmod
b5,r1413,s14208,t365508,m262,fully,translated,advmod
b5,r1530,s15020,t385549,m263,only,translation,advmod
b5,r1546,s15173,t389035,m264,freely,translated,advmod
b5,r1559,s15248,t390697,m265,just,translation,advmod
b6,r1731,s16358,t414772,m266,first,translated,advmod
b6,r1731,s16359,t414778,m267,here,translation,advmod
b6,r1776,s16872,t428359,m268,when,translated,advmod
b7,r1984,s17742,t448530,m269,freely,translated,advmod
b7,r1984,s17742,t448543,m270,respectively,translated,advmod
b7,r2200,s19575,t494960,m271,well,translated,advmod
b7,r2227,s19702,t497842,m272,maybe,translation,advmod
b8,r2312,s19941,t502462,m273,when,translated,advmod
b9,r2660,s22694,t572259,m274,beautifully,translated,advmod
b9,r2693,s23109,t580692,m275,least,translation,advmod
b9,r2802,s23733,t597195,m276,even,translate,advmod
b9,r2802,s23733,t597197,m277,directly,translate,advmod
b9,r2802,s23733,t597200,m278,anymore,translate,advmod
b10,r2951,s24493,t612111,m279,most,translated,advmod
b10,r2961,s24596,t614082,m280,most,translated,advmod
b10,r3064,s25440,t631243,m281,most,translated,advmod
b10,r3094,s25816,t638195,m282,most,translated,advmod
b10,r3135,s26109,t646060,m283,first,translated,advmod
b11,r3349,s28795,t704446,m284,literally,translates,advmod
b11,r3495,s30218,t737704,m285,also,translators,advmod
b11,r3495,s30218,t737705,m286,possibly,translators,advmod
b12,r3600,s30924,t753687,m287,even,translated,advmod
b13,r3900,s31668,t770258,m288,when,translated,advmod
b13,r3931,s32516,t789229,m289,often,translates,advmod
b13,r4045,s34528,t837370,m290,also,translated,advmod
b13,r4045,s34528,t837378,m291,better,translated,advmod
b13,r4045,s34528,t837381,m292,fizzy,translated,advmod
b13,r4086,s35175,t851368,m293,even,translator,advmod
b13,r4112,s35443,t858268,m294,there,translations,advmod
b13,r4154,s36098,t871595,m295,really,translation,advmod
b13,r4154,s36098,t871597,m296,about,translation,advmod
b14,r4238,s36723,t885979,m297,well,translates,advmod
b14,r4343,s38109,t917339,m298,here,translated,advmod
b14,r4363,s38279,t920659,m299,when,translated,advmod
b14,r4467,s39131,t943181,m300,literally,translated,advmod
b14,r4476,s39262,t946687,m301,beautifully,translate,advmod
b15,r4582,s40130,t964878,m302,how,translate,advmod
b15,r4616,s40745,t978933,m303,also,translated,advmod
b15,r4616,s40745,t978937,m304,simply,translated,advmod
b15,r4654,s41257,t989684,m305,just,translations,advmod
b15,r4714,s41999,t1006045,m306,badly,translated,advmod
b15,r4804,s43090,t1031501,m307,maybe,translation,advmod
b16,r4926,s44613,t1067967,m308,also,translated,advmod
b16,r4926,s44613,t1067968,m309,sometimes,translated,advmod
b16,r5007,s46142,t1099959,m310,also,translated,advmod
b16,r5025,s46571,t1108343,m311,fidelitously,translated,advmod
b16,r5060,s47247,t1123233,m312,also,translated,advmod
b16,r5060,s47250,t1123335,m313,best,translated,advmod
b16,r5075,s47515,t1128940,m314,well,translated,advmod
b16,r5145,s48279,t1147590,m315,also,translated,advmod
b17,r5221,s48855,t1159924,m316,around,translators,advmod
b17,r5270,s50250,t1190873,m317,well,translated,advmod
b17,r5270,s50251,t1190898,m318,there,translations,advmod
b17,r5270,s50252,t1190935,m319,all,translation,advmod
b17,r5284,s50430,t1194033,m320,finely,translated,advmod
b17,r5399,s52045,t1229702,m321,well,translates,advmod
b17,r5410,s52211,t1233514,m322,also,translated,advmod
b17,r5459,s52920,t1249593,m323,first,translation,advmod
b17,r5459,s52949,t1250086,m324,yet,translation,advmod
b18,r5580,s54505,t1286136,m325,only,translates,advmod
b18,r5699,s56275,t1331513,m326,loosely,translating,advmod
b19,r5877,s57877,t1369056,m327,how,translate,advmod
b19,r5961,s58970,t1396800,m328,maybe,translation,advmod
b1,r1,s20,t455,m329,traditional,style,amod
b1,r1,s23,t523,m330,excellent,book,amod
b1,r3,s30,t855,m331,modern,style,amod
b1,r4,s43,t1179,m332,lush,style,amod
b1,r4,s43,t1180,m333,artistic,style,amod
b1,r5,s44,t1215,m334,fantastic,book,amod
b1,r7,s73,t1828,m335,individual,style,amod
b1,r9,s121,t3350,m336,entire,book,amod
b1,r9,s122,t3367,m337,other,authors,amod
b1,r9,s127,t3625,m338,perfect,style,amod
b1,r11,s152,t4515,m339,more,books,amod
b1,r11,s153,t4589,m340,more,book,amod
b1,r11,s163,t4931,m341,great,writers,amod
b1,r12,s172,t5332,m342,best,book,amod
b1,r13,s181,t5616,m343,european,style,amod
b1,r17,s253,t7371,m344,secret,book,amod
b1,r17,s253,t7383,m345,elegant,writing,amod
b1,r17,s262,t7749,m346,first,book,amod
b1,r18,s277,t8220,m347,luscious,book,amod
b1,r19,s282,t8376,m348,historical,books,amod
b1,r20,s296,t8896,m349,unique,style,amod
b1,r20,s302,t9222,m350,ample,book,amod
b1,r20,s302,t9238,m351,frank,style,amod
b1,r20,s305,t9389,m352,european,style,amod
b1,r20,s306,t9453,m353,whole,book,amod
b1,r20,s312,t9627,m354,unique,style,amod
b1,r22,s347,t10319,m355,european,style,amod
b1,r22,s348,t10386,m356,called,style,amod
b1,r22,s348,t10387,m357,islamic,style,amod
b1,r22,s349,t10432,m358,european,style,amod
b1,r24,s385,t11496,m359,read,books,amod
b1,r24,s385,t11529,m360,important,book,amod
b1,r26,s486,t12221,m361,personal,style,amod
b1,r26,s491,t12408,m362,whole,book,amod
b1,r30,s527,t13815,m363,foreign,books,amod
b1,r30,s528,t13902,m364,distinct,styles,amod
b1,r30,s528,t13903,m365,regional,styles,amod
b1,r31,s534,t14054,m366,controversial,book,amod
b1,r31,s535,t14078,m367,awesome,book,amod
b1,r31,s548,t14439,m368,new,style,amod
b1,r31,s551,t14515,m369,artistic,style,amod
b1,r32,s555,t14587,m370,favourite,book,amod
b1,r33,s578,t15316,m371,superb,book,amod
b1,r33,s597,t15873,m372,other,books,amod
b1,r34,s608,t16023,m373,secretive,book,amod
b1,r34,s620,t16375,m374,beautiful,books,amod
b1,r34,s630,t16688,m375,old,style,amod
b1,r34,s640,t16882,m376,secret,book,amod
b1,r34,s652,t17182,m377,secret,book,amod
b1,r34,s667,t17602,m378,secret,book,amod
b1,r37,s687,t18163,m379,other,books,amod
b1,r38,s692,t18255,m380,winning,author,amod
b1,r38,s692,t18263,m382,reminiscent,style,amod
b1,r38,s700,t18516,m383,few,books,amod
b1,r40,s717,t18898,m384,big,book,amod
b1,r46,s801,t21048,m385,old,style,amod
b1,r46,s801,t21103,m386,changing,style,amod
b1,r46,s804,t21204,m387,ensuing,style,amod
b1,r46,s804,t21205,m388,personal,style,amod
b1,r46,s808,t21302,m389,new,style,amod
b1,r47,s833,t22139,m390,individual,style,amod
b1,r47,s838,t22292,m391,brilliant,book,amod
b1,r48,s851,t22509,m392,commissioned,book,amod
b1,r49,s875,t23077,m393,eastern,style,amod
b1,r49,s876,t23089,m394,oriental,style,amod
b1,r49,s876,t23133,m395,own,style,amod
b1,r49,s876,t23134,m396,special,style,amod
b1,r50,s888,t23526,m397,unique,style,amod
b1,r52,s896,t23937,m398,less,styles,amod
b1,r52,s896,t23938,m399,european,styles,amod
b1,r52,s906,t24317,m400,aspiring,author,amod
b1,r53,s935,t25257,m401,cooler,writer,amod
b1,r54,s940,t25320,m402,worst,book,amod
b1,r55,s947,t25614,m403,stiff,style,amod
b1,r56,s952,t25765,m404,rich,book,amod
b1,r58,s1006,t27004,m405,personal,style,amod
b1,r58,s1006,t27011,m406,artistic,styles,amod
b1,r59,s1014,t27335,m407,successful,writer,amod
b1,r59,s1016,t27401,m408,serious,book,amod
b1,r60,s1020,t27583,m409,simplest,book,amod
b1,r62,s1040,t27997,m410,western,authors,amod
b1,r62,s1041,t28003,m411,dense,book,amod
b1,r62,s1041,t28005,m412,atmospheric,book,amod
b1,r62,s1043,t28088,m413,full,book,amod
b1,r63,s1046,t28185,m414,special,book,amod
b1,r63,s1046,t28186,m415,secret,book,amod
b1,r63,s1049,t28251,m416,good,book,amod
b1,r64,s1052,t28303,m418,best,book,amod
b1,r68,s1077,t29220,m419,traditional,style,amod
b1,r68,s1077,t29221,m420,islamic,style,amod
b1,r68,s1077,t29222,m421,artistic,style,amod
b1,r68,s1077,t29227,m422,new,style,amod
b1,r68,s1077,t29229,m423,frankish,style,amod
b1,r69,s1091,t29640,m424,new,style,amod
b1,r69,s1100,t30049,m425,new,style,amod
b1,r69,s1101,t30083,m426,new,style,amod
b1,r69,s1101,t30097,m427,new,style,amod
b1,r69,s1103,t30127,m428,new,style,amod
b1,r71,s1135,t30779,m429,secret,book,amod
b1,r71,s1155,t31282,m430,distinctive,style,amod
b1,r71,s1160,t31426,m431,cultural,style,amod
b1,r77,s1238,t33395,m432,unique,style,amod
b1,r77,s1239,t33481,m433,dry,writing,amod
b1,r81,s1260,t33965,m434,controversial,book,amod
b1,r81,s1275,t34174,m435,new,style,amod
b1,r81,s1277,t34235,m436,easiest,book,amod
b1,r81,s1294,t34597,m437,frankish,style,amod
b1,r81,s1298,t34607,m438,own,style,amod
b1,r81,s1325,t35094,m439,deep,book,amod
b1,r82,s1334,t35396,m440,old,books,amod
b1,r83,s1339,t35560,m441,next,book,amod
b1,r84,s1385,t36425,m442,new,style,amod
b1,r84,s1385,t36426,m443,venetian,style,amod
b1,r88,s1414,t37220,m444,hardest,books,amod
b1,r93,s1475,t39439,m445,living,author,amod
b1,r93,s1476,t39450,m446,other,books,amod
b1,r93,s1478,t39514,m447,rare,books,amod
b1,r93,s1480,t39585,m448,unorthodox,book,amod
b1,r93,s1484,t39681,m449,legendary,books,amod
b1,r93,s1501,t40135,m450,other,books,amod
b1,r94,s1515,t40646,m451,significant,books,amod
b1,r94,s1517,t40709,m452,latter,book,amod
b1,r95,s1527,t40972,m453,european,style,amod
b1,r96,s1553,t41800,m454,huge,book,amod
b1,r97,s1562,t42082,m455,beautiful,writing,amod
b1,r97,s1563,t42143,m456,talented,writing,amod
b1,r98,s1570,t42545,m457,important,book,amod
b1,r100,s1586,t42916,m458,great,authors,amod
b1,r102,s1601,t43196,m459,venetian,style,amod
b1,r106,s1621,t43572,m460,exuberant,writing,amod
b1,r109,s1635,t43816,m461,new,book,amod
b1,r109,s1640,t43968,m462,unusual,style,amod
b1,r109,s1644,t44102,m463,audio,book,amod
b1,r110,s1653,t44367,m464,frankish,style,amod
b1,r110,s1654,t44462,m465,frankish,style,amod
b1,r113,s1725,t46109,m466,eastern,style,amod
b1,r113,s1726,t46122,m467,individualistic,style,amod
b1,r113,s1727,t46145,m468,western,style,amod
b1,r115,s1749,t46560,m469,black,book,amod
b1,r116,s1756,t46731,m470,powerful,style,amod
b1,r117,s1761,t46850,m471,secret,book,amod
b1,r118,s1782,t47616,m472,innovative,book,amod
b1,r118,s1782,t47619,m473,blasphemous,book,amod
b1,r118,s1785,t47698,m474,recognizable,style,amod
b1,r118,s1786,t47737,m475,individual,style,amod
b1,r118,s1787,t47797,m476,individual,style,amod
b1,r118,s1788,t47885,m477,individual,style,amod
b1,r120,s1807,t48514,m478,written,book,amod
b1,r120,s1808,t48604,m479,illustrated,book,amod
b1,r120,s1811,t48696,m480,wonderful,book,amod
b1,r121,s1821,t48973,m481,modern,style,amod
b1,r122,s1847,t49545,m482,many,books,amod
b1,r122,s1847,t49546,m483,such,books,amod
b1,r123,s1853,t49657,m484,important,writer,amod
b1,r124,s1867,t50093,m485,smart,book,amod
b1,r125,s1876,t50313,m486,artistic,style,amod
b1,r126,s1882,t50479,m487,amazing,book,amod
b1,r126,s1884,t50506,m488,written,book,amod
b1,r126,s1884,t50519,m489,complicated,book,amod
b1,r128,s1908,t51114,m490,worthwhile,book,amod
b1,r129,s1913,t51189,m491,new,writer,amod
b1,r129,s1913,t51190,m492,favorite,writer,amod
b1,r130,s1915,t51242,m493,physical,books,amod
b1,r131,s1918,t51309,m494,other,books,amod
b1,r134,s1925,t51478,m495,original,book,amod
b1,r141,s1940,t51697,m496,prominent,writers,amod
b1,r141,s1940,t51698,m497,contemporary,writers,amod
b1,r141,s1940,t51719,m499,great,book,amod
b1,r141,s1941,t51737,m500,european,style,amod
b1,r141,s1947,t51874,m501,illustrated,book,amod
b1,r141,s1947,t51878,m502,venetian,style,amod
b1,r141,s1950,t52000,m503,profound,book,amod
b1,r142,s1970,t52344,m504,new,style,amod
b1,r142,s1970,t52371,m505,special,book,amod
b1,r142,s1971,t52421,m506,complete,style,amod
b1,r142,s1974,t52531,m507,frankish,style,amod
b1,r142,s1975,t52566,m508,new,book,amod
b1,r142,s1975,t52584,m509,frankish,style,amod
b1,r142,s1977,t52634,m510,innovative,author,amod
b1,r142,s1983,t52824,m511,compelling,book,amod
b1,r142,s2003,t53205,m512,plotted,book,amod
b1,r142,s2003,t53207,m513,convoluted,book,amod
b1,r142,s2006,t53241,m514,latter,book,amod
b1,r142,s2018,t53485,m515,western,style,amod
b1,r143,s2024,t53624,m516,physical,books,amod
b1,r143,s2030,t53710,m517,secret,book,amod
b1,r143,s2031,t53714,m518,secret,book,amod
b1,r143,s2034,t53780,m519,special,book,amod
b1,r144,s2046,t54034,m520,european,style,amod
b1,r144,s2048,t54080,m521,frankish,style,amod
b1,r145,s2056,t54275,m522,damn,book,amod
b1,r147,s2093,t55236,m523,other,book,amod
b1,r149,s2125,t56223,m524,individualistic,style,amod
b1,r150,s2140,t56565,m525,unique,style,amod
b1,r150,s2143,t56668,m526,most,books,amod
b1,r150,s2144,t56727,m527,rich,book,amod
b1,r150,s2151,t56936,m528,marvelous,book,amod
b1,r153,s2174,t57748,m529,european,styles,amod
b1,r154,s2178,t58013,m530,challenging,book,amod
b1,r155,s2186,t58244,m531,mysterious,book,amod
b1,r156,s2195,t58613,m533,painting,style,amod
b1,r160,s2223,t59312,m535,amazing,book,amod
b1,r161,s2231,t59460,m536,good,writer,amod
b1,r162,s2238,t59712,m538,great,book,amod
b1,r162,s2241,t59797,m539,great,book,amod
b1,r163,s2246,t59920,m540,other,books,amod
b1,r165,s2254,t60139,m541,boggling,book,amod
b1,r165,s2254,t60143,m542,rich,book,amod
b1,r166,s2262,t60286,m543,acclaimed,book,amod
b1,r166,s2263,t60428,m545,crafted,book,amod
b1,r168,s2271,t60659,m546,different,styles,amod
b1,r172,s2289,t60978,m548,layered,book,amod
b1,r172,s2289,t60980,m549,multi,book,amod
b1,r172,s2289,t60981,m550,dimensional,book,amod
b1,r182,s2315,t61541,m551,long,book,amod
b1,r189,s2378,t62881,m552,interesting,book,amod
b1,r193,s2396,t63213,m553,mysterious,book,amod
b1,r193,s2396,t63214,m554,new,book,amod
b1,r193,s2404,t63531,m555,new,book,amod
b1,r193,s2405,t63542,m556,new,book,amod
b1,r193,s2409,t63701,m557,previous,books,amod
b1,r193,s2420,t64218,m558,new,styles,amod
b1,r198,s2444,t65271,m559,individualistic,style,amod
b1,r198,s2444,t65281,m560,classical,style,amod
b1,r198,s2444,t65282,m561,islamic,style,amod
b1,r198,s2444,t65359,m562,individual,style,amod
b1,r198,s2444,t65465,m563,individual,style,amod
b1,r199,s2459,t65963,m564,illuminated,books,amod
b1,r203,s2501,t66946,m565,american,authors,amod
b1,r204,s2523,t67387,m566,islamic,style,amod
b1,r204,s2523,t67388,m567,artistic,style,amod
b1,r205,s2528,t67605,m568,islamic,style,amod
b1,r205,s2528,t67615,m569,western,style,amod
b1,r205,s2528,t67625,m570,venetian,style,amod
b1,r205,s2530,t67720,m571,certain,style,amod
b1,r205,s2530,t67749,m572,venetian,style,amod
b1,r209,s2613,t69720,m573,personal,style,amod
b1,r209,s2616,t69786,m574,various,books,amod
b1,r209,s2616,t69787,m575,other,books,amod
b1,r209,s2616,t69788,m576,dense,books,amod
b1,r210,s2620,t69878,m577,oversimplified,style,amod
b1,r211,s2634,t70189,m578,personal,style,amod
