book_id,review_id,sentence_id,token_id,modifier_id,modifier,modified,dependency_relation
b13,r4170,s39464,t957117,m123,better,translation,amod
b14,r4252,s40063,t971000,m124,many,translators,amod
b14,r4252,s40063,t971001,m125,competant,translators,amod
b14,r4276,s40486,t981696,m126,corngold,translation,amod
b14,r4340,s41341,t1000082,m127,available,translations,amod
b14,r4362,s41534,t1004764,m128,modern,translations,amod
b14,r4379,s41643,t1006414,m129,english,translation,amod
b14,r4427,s42098,t1019256,m130,english,translation,amod
b14,r4461,s42317,t1023599,m131,tedious,translation,amod
b15,r4650,s44400,t1070891,m132,older,translation,amod
b15,r4657,s44458,t1071928,m133,new,translation,amod
b15,r4768,s45741,t1100145,m134,dense,translation,amod
b15,r4772,s45828,t1102682,m135,different,translations,amod
b15,r4847,s46673,t1122561,m136,interpretive,translation,amod
b15,r4872,s46904,t1129003,m137,bad,translation,amod
b16,r4904,s46970,t1131441,m138,marvelous,translation,amod
b16,r4907,s47045,t1133165,m139,english,translation,amod
b16,r4915,s47247,t1137995,m140,various,translations,amod
b16,r4929,s47721,t1148115,m141,new,translation,amod
b16,r4929,s47721,t1148116,m142,american,translation,amod
b16,r4942,s48005,t1154881,m143,literary,translators,amod
b16,r4942,s48006,t1154886,m144,literary,translators,amod
b16,r4942,s48007,t1154927,m145,few,translations,amod
b16,r4942,s48007,t1154961,m146,best,translator,amod
b16,r4942,s48011,t1155022,m147,truthful,translation,amod
b16,r4942,s48026,t1155258,m148,formal,translation,amod
b16,r4942,s48028,t1155390,m149,previous,translation,amod
b16,r4982,s48898,t1173187,m150,different,translations,amod
b16,r4982,s48902,t1173274,m151,later,translators,amod
b16,r4982,s48925,t1173656,m152,american,translations,amod
b16,r4982,s48931,t1173710,m153,different,translations,amod
b16,r4986,s49039,t1176004,m154,norwegian,translation,amod
b16,r4994,s49180,t1178958,m155,different,translations,amod
b16,r4995,s49187,t1179138,m156,excellent,translation,amod
b16,r5030,s49716,t1190364,m157,other,translations,amod
b16,r5039,s49880,t1193424,m158,formidable,translators,amod
b16,r5039,s49919,t1193980,m159,other,translators,amod
b16,r5039,s49919,t1193981,m160,english,translators,amod
b16,r5039,s49921,t1194075,m161,other,translations,amod
b16,r5039,s49921,t1194076,m162,recent,translations,amod
b16,r5050,s50068,t1197383,m163,excellent,translation,amod
b16,r5053,s50118,t1198241,m164,other,translations,amod
b16,r5054,s50172,t1199245,m165,first,translation,amod
b16,r5054,s50172,t1199246,m166,english,translation,amod
b16,r5073,s50565,t1208433,m167,articulate,translation,amod
b16,r5073,s50570,t1208561,m168,following,translations,amod
b16,r5074,s50594,t1208838,m169,first,translation,amod
b16,r5074,s50594,t1208839,m170,english,translation,amod
b16,r5103,s51028,t1218208,m171,older,translation,amod
b16,r5124,s51261,t1225002,m172,stellar,translation,amod
b16,r5157,s51610,t1232954,m173,new,translation,amod
b17,r5236,s52201,t1245734,m174,poor,translation,amod
b17,r5236,s52208,t1245788,m175,best,translators,amod
b17,r5236,s52208,t1245789,m176,russian,translators,amod
b17,r5245,s52435,t1251576,m177,new,translation,amod
b17,r5245,s52435,t1251578,m178,ready,translation,amod
b17,r5256,s52808,t1260167,m179,english,translations,amod
b17,r5256,s52808,t1260171,m180,french,translation,amod
b17,r5256,s52809,t1260185,m181,ready,translation,amod
b17,r5303,s53380,t1271664,m182,ready,translation,amod
b17,r5315,s53604,t1276765,m183,many,translations,amod
b17,r5315,s53604,t1276766,m184,different,translations,amod
b17,r5342,s54005,t1284124,m185,new,translations,amod
b17,r5365,s54291,t1290752,m186,bad,translation,amod
b17,r5408,s54902,t1304574,m187,new,translation,amod
b17,r5408,s54902,t1304576,m188,ready,translation,amod
b17,r5435,s55314,t1314108,m189,better,translations,amod
b17,r5438,s55361,t1314992,m190,english,translation,amod
b17,r5445,s55404,t1315725,m191,new,translators,amod
b17,r5454,s55556,t1319302,m192,possessed,translated,amod
b17,r5498,s56164,t1333479,m193,volkhonsky,translation,amod
b17,r5504,s56307,t1336090,m194,other,translations,amod
b17,r5529,s56647,t1343031,m195,new,translation,amod
b17,r5529,s56647,t1343059,m196,other,translations,amod
b17,r5529,s56649,t1343112,m197,good,translation,amod
b17,r5550,s56835,t1347378,m198,new,translation,amod
b17,r5550,s56835,t1347380,m199,ready,translation,amod
b17,r5550,s56841,t1347560,m200,other,translations,amod
b17,r5550,s56842,t1347628,m201,previous,translations,amod
b17,r5550,s56857,t1347994,m202,new,translation,amod
b17,r5553,s56895,t1348927,m203,other,translations,amod
b17,r5553,s56895,t1348931,m204,recent,translations,amod
b17,r5559,s56997,t1351404,m205,other,translations,amod
b17,r5559,s56997,t1351405,m206,new,translations,amod
b18,r5696,s59401,t1410624,m207,french,translation,amod
b18,r5696,s59401,t1410634,m208,english,translation,amod
b18,r5781,s60409,t1436024,m209,excellent,translation,amod
b18,r5838,s61035,t1450412,m210,english,translation,amod
b19,r5904,s61489,t1460616,m211,newer,translation,amod
b19,r5954,s61936,t1470964,m212,preferred,translation,amod
b19,r5962,s62084,t1475272,m213,better,translators,amod
b19,r5977,s62362,t1483137,m214,poor,translation,amod
b19,r5977,s62362,t1483144,m215,faithful,translation,amod
b19,r5994,s62516,t1488410,m216,misleading,translation,amod
b19,r6018,s62683,t1492573,m217,first,translation,amod
b19,r6019,s62689,t1492777,m218,latest,translation,amod
b19,r6019,s62689,t1492791,m219,earlier,translation,amod
b19,r6019,s62689,t1492792,m220,english,translation,amod
b19,r6019,s62691,t1492887,m221,earlier,translation,amod
b19,r6019,s62691,t1492901,m222,later,translation,amod
b19,r6029,s62734,t1494199,m223,excellent,translation,amod
b19,r6072,s62886,t1497616,m224,free,translation,amod
b1,r183,s2396,t63467,m225,good,translation,acomp
b1,r184,s2400,t63675,m226,excellent,translation,acomp
b2,r499,s6334,t158742,m227,stodgy,translation,acomp
b4,r1083,s11894,t304070,m228,lovely,translation,acomp
b4,r1247,s13179,t341245,m229,disappointing,translation,acomp
b5,r1335,s13578,t351362,m230,better,translation,acomp
b5,r1372,s14100,t363215,m231,excellent,translation,acomp
b5,r1589,s15521,t396851,m232,dry,translation,acomp
b11,r3330,s28678,t702483,m233,easy,translation,acomp
b14,r4362,s41533,t1004756,m234,exceptional,translation,acomp
b16,r4929,s47721,t1148119,m235,wonderful,translation,acomp
b16,r4942,s48005,t1154884,m236,unique,translators,acomp
b16,r5089,s50863,t1214585,m237,competent,translator,acomp
b17,r5498,s56164,t1333482,m238,supreme,translation,acomp
b17,r5510,s56434,t1338519,m239,excellent,translation,acomp
b1,r14,s204,t6453,m240,alone,translation,advmod
b1,r245,s2969,t79632,m241,maybe,translator,advmod
b2,r367,s4351,t113731,m242,luckily,translated,advmod
b2,r453,s5793,t145955,m243,freely,translation,advmod
b2,r491,s6216,t155603,m244,freely,translation,advmod
b2,r512,s6474,t162176,m245,well,translates,advmod
b2,r630,s7656,t193078,m246,freely,translated,advmod
b3,r688,s8188,t206246,m247,freely,translated,advmod
b3,r722,s8651,t219885,m248,freely,translated,advmod
b3,r722,s8651,t219894,m249,also,translated,advmod
b3,r763,s9022,t228978,m250,masterfully,translated,advmod
b3,r837,s9632,t244673,m251,just,translation,advmod
b3,r853,s9806,t249460,m252,well,translated,advmod
b3,r892,s10023,t254886,m253,well,translated,advmod
b3,r938,s10635,t272372,m254,freely,translated,advmod
b3,r938,s10635,t272375,m255,well,translated,advmod
b4,r996,s10880,t278104,m256,freely,translated,advmod
b4,r1117,s12132,t311992,m257,roughly,translated,advmod
b4,r1144,s12259,t315041,m258,else,translated,advmod
b4,r1184,s12736,t328997,m259,freely,translated,advmod
b4,r1218,s13059,t338357,m260,poorly,translated,advmod
b5,r1348,s13847,t356471,m261,even,translator,advmod
b5,r1390,s14229,t365575,m262,first,translated,advmod
b5,r1413,s14350,t369046,m263,also,translated,advmod
b5,r1413,s14350,t369050,m264,freely,translated,advmod
b5,r1413,s14351,t369097,m265,just,translated,advmod
b5,r1413,s14351,t369102,m266,fully,translated,advmod
b5,r1533,s15173,t389312,m267,only,translation,advmod
b5,r1550,s15331,t393119,m268,freely,translated,advmod
b5,r1563,s15406,t394781,m269,just,translation,advmod
b6,r1731,s16499,t418656,m270,first,translated,advmod
b6,r1731,s16500,t418662,m271,here,translation,advmod
b6,r1776,s17013,t432243,m272,when,translated,advmod
b7,r1984,s17869,t452271,m273,freely,translated,advmod
b7,r1984,s17869,t452284,m274,respectively,translated,advmod
b7,r2201,s19724,t499125,m275,well,translated,advmod
b7,r2230,s19860,t502251,m276,maybe,translation,advmod
b8,r2312,s20090,t506738,m277,when,translated,advmod
b9,r2660,s22850,t576861,m278,beautifully,translated,advmod
b9,r2693,s23265,t585294,m279,least,translation,advmod
b9,r2804,s23915,t602508,m280,even,translate,advmod
b9,r2804,s23915,t602510,m281,directly,translate,advmod
b9,r2804,s23915,t602513,m282,anymore,translate,advmod
b10,r2958,s24709,t617972,m283,most,translated,advmod
b10,r2968,s24812,t619943,m284,most,translated,advmod
b10,r3042,s25659,t637121,m285,most,translated,advmod
b10,r3073,s26041,t644123,m286,most,translated,advmod
b10,r3116,s26357,t652495,m287,first,translated,advmod
b11,r3356,s29042,t710969,m288,literally,translates,advmod
b11,r3501,s30455,t743808,m289,also,translators,advmod
b11,r3501,s30455,t743809,m290,possibly,translators,advmod
b12,r3599,s31164,t759849,m291,even,translated,advmod
b12,r3649,s32057,t781425,m292,first,translated,advmod
b12,r3659,s32282,t786208,m293,literally,translate,advmod
b13,r3914,s34960,t854258,m294,when,translated,advmod
b13,r3945,s35808,t873229,m295,often,translates,advmod
b13,r4059,s37820,t921362,m296,also,translated,advmod
b13,r4059,s37820,t921370,m297,better,translated,advmod
b13,r4059,s37820,t921373,m298,fizzy,translated,advmod
b13,r4101,s38516,t936385,m299,even,translator,advmod
b13,r4127,s38784,t943285,m300,there,translations,advmod
b13,r4169,s39439,t956612,m301,really,translation,advmod
b13,r4169,s39439,t956614,m302,about,translation,advmod
b14,r4252,s40063,t970980,m303,well,translates,advmod
b14,r4358,s41472,t1003082,m304,here,translated,advmod
b14,r4379,s41644,t1006447,m305,when,translated,advmod
b14,r4484,s42514,t1029229,m306,literally,translated,advmod
b14,r4493,s42645,t1032735,m307,beautifully,translate,advmod
b15,r4596,s43464,t1050109,m308,how,translate,advmod
b15,r4630,s44079,t1064164,m309,also,translated,advmod
b15,r4630,s44079,t1064168,m310,simply,translated,advmod
b15,r4668,s44591,t1074915,m311,just,translations,advmod
b15,r4728,s45333,t1091276,m312,badly,translated,advmod
b15,r4819,s46441,t1117214,m313,maybe,translation,advmod
b16,r4941,s47967,t1153752,m314,also,translated,advmod
b16,r4941,s47967,t1153753,m315,sometimes,translated,advmod
b16,r5021,s49489,t1185591,m316,also,translated,advmod
b16,r5039,s49918,t1193975,m317,fidelitously,translated,advmod
b16,r5074,s50594,t1208865,m318,also,translated,advmod
b16,r5074,s50597,t1208967,m319,best,translated,advmod
b16,r5089,s50862,t1214572,m320,well,translated,advmod
b16,r5159,s51626,t1233222,m321,also,translated,advmod
b17,r5236,s52208,t1245795,m322,around,translators,advmod
b17,r5315,s53603,t1276744,m323,well,translated,advmod
b17,r5315,s53604,t1276769,m324,there,translations,advmod
b17,r5315,s53605,t1276806,m325,all,translation,advmod
b17,r5329,s53783,t1279904,m326,finely,translated,advmod
b17,r5444,s55398,t1315573,m327,well,translates,advmod
b17,r5454,s55556,t1319304,m328,also,translated,advmod
b17,r5504,s56275,t1335509,m329,first,translation,advmod
b17,r5504,s56304,t1336002,m330,yet,translation,advmod
b18,r5596,s57874,t1372442,m331,only,translates,advmod
b18,r5716,s59708,t1418837,m332,loosely,translating,advmod
b19,r5893,s61269,t1455397,m333,how,translate,advmod
b19,r5977,s62362,t1483141,m334,maybe,translation,advmod
b1,r1,s20,t455,m335,traditional,style,amod
b1,r1,s23,t523,m336,excellent,book,amod
b1,r3,s30,t855,m337,modern,style,amod
b1,r4,s43,t1179,m338,lush,style,amod
b1,r4,s43,t1180,m339,artistic,style,amod
b1,r5,s44,t1215,m340,fantastic,book,amod
b1,r7,s73,t1828,m341,individual,style,amod
b1,r9,s121,t3350,m342,entire,book,amod
b1,r9,s122,t3367,m343,other,authors,amod
b1,r9,s127,t3625,m344,perfect,style,amod
b1,r11,s152,t4515,m345,more,books,amod
b1,r11,s153,t4589,m346,more,book,amod
b1,r11,s163,t4931,m347,great,writers,amod
b1,r12,s172,t5332,m348,best,book,amod
b1,r13,s181,t5616,m349,european,style,amod
b1,r17,s253,t7371,m350,secret,book,amod
b1,r17,s253,t7383,m351,elegant,writing,amod
b1,r17,s262,t7749,m352,first,book,amod
b1,r18,s277,t8220,m353,luscious,book,amod
b1,r19,s282,t8376,m354,historical,books,amod
b1,r20,s296,t8896,m355,unique,style,amod
b1,r20,s302,t9222,m356,ample,book,amod
b1,r20,s302,t9238,m357,frank,style,amod
b1,r20,s305,t9389,m358,european,style,amod
b1,r20,s306,t9453,m359,whole,book,amod
b1,r20,s312,t9627,m360,unique,style,amod
b1,r23,s350,t10353,m361,european,style,amod
b1,r23,s351,t10420,m362,called,style,amod
b1,r23,s351,t10421,m363,islamic,style,amod
b1,r23,s352,t10466,m364,european,style,amod
b1,r24,s385,t11496,m365,read,books,amod
b1,r24,s385,t11529,m366,important,book,amod
b1,r26,s486,t12221,m367,personal,style,amod
b1,r26,s491,t12408,m368,whole,book,amod
b1,r30,s527,t13815,m369,foreign,books,amod
b1,r30,s528,t13902,m370,distinct,styles,amod
b1,r30,s528,t13903,m371,regional,styles,amod
b1,r31,s534,t14054,m372,controversial,book,amod
b1,r31,s535,t14078,m373,awesome,book,amod
b1,r31,s548,t14439,m374,new,style,amod
b1,r31,s551,t14515,m375,artistic,style,amod
b1,r32,s555,t14587,m376,favourite,book,amod
b1,r33,s578,t15316,m377,superb,book,amod
b1,r33,s597,t15873,m378,other,books,amod
b1,r34,s608,t16023,m379,secretive,book,amod
b1,r34,s620,t16375,m380,beautiful,books,amod
b1,r34,s630,t16688,m381,old,style,amod
b1,r34,s640,t16882,m382,secret,book,amod
b1,r34,s652,t17182,m383,secret,book,amod
b1,r34,s667,t17602,m384,secret,book,amod
b1,r35,s670,t17724,m385,marvelous,book,amod
b1,r35,s697,t18199,m386,second,book,amod
b1,r35,s698,t18229,m387,first,book,amod
b1,r35,s698,t18230,m388,such,book,amod
b1,r35,s709,t18462,m389,great,book,amod
b1,r35,s726,t19070,m390,individual,style,amod
b1,r35,s727,t19087,m391,other,books,amod
b1,r38,s754,t19751,m392,other,books,amod
b1,r39,s759,t19843,m393,winning,author,amod
b1,r39,s759,t19844,m394,turkish,author,amod
b1,r39,s759,t19851,m395,reminiscent,style,amod
b1,r39,s767,t20104,m396,few,books,amod
b1,r41,s784,t20486,m397,big,book,amod
b1,r47,s868,t22636,m398,old,style,amod
b1,r47,s868,t22691,m399,changing,style,amod
b1,r47,s871,t22792,m400,ensuing,style,amod
b1,r47,s871,t22793,m401,personal,style,amod
b1,r47,s875,t22890,m402,new,style,amod
b1,r48,s900,t23727,m403,individual,style,amod
b1,r48,s905,t23880,m404,brilliant,book,amod
b1,r49,s918,t24097,m405,commissioned,book,amod
b1,r50,s942,t24665,m406,eastern,style,amod
b1,r50,s943,t24677,m407,oriental,style,amod
b1,r50,s943,t24721,m408,own,style,amod
b1,r50,s943,t24722,m409,special,style,amod
b1,r51,s955,t25114,m410,unique,style,amod
b1,r53,s963,t25525,m411,less,styles,amod
b1,r53,s963,t25526,m412,european,styles,amod
b1,r53,s973,t25905,m413,aspiring,author,amod
b1,r54,s1002,t26845,m414,cooler,writer,amod
b1,r55,s1007,t26908,m415,worst,book,amod
b1,r56,s1014,t27202,m416,stiff,style,amod
b1,r57,s1019,t27353,m417,rich,book,amod
b1,r59,s1073,t28592,m418,personal,style,amod
b1,r59,s1073,t28599,m419,artistic,styles,amod
b1,r60,s1081,t28923,m420,successful,writer,amod
b1,r60,s1083,t28989,m421,serious,book,amod
b1,r61,s1087,t29171,m422,simplest,book,amod
b1,r63,s1107,t29585,m423,western,authors,amod
b1,r63,s1108,t29591,m424,dense,book,amod
b1,r63,s1108,t29593,m425,atmospheric,book,amod
b1,r63,s1110,t29676,m426,full,book,amod
b1,r64,s1113,t29773,m427,special,book,amod
b1,r64,s1113,t29774,m428,secret,book,amod
b1,r64,s1116,t29839,m429,good,book,amod
b1,r65,s1117,t29852,m430,turkish,author,amod
b1,r65,s1119,t29891,m431,best,book,amod
b1,r69,s1144,t30808,m432,traditional,style,amod
b1,r69,s1144,t30809,m433,islamic,style,amod
b1,r69,s1144,t30810,m434,artistic,style,amod
b1,r69,s1144,t30815,m435,new,style,amod
b1,r69,s1144,t30817,m436,frankish,style,amod
b1,r70,s1158,t31228,m437,new,style,amod
b1,r70,s1167,t31637,m438,new,style,amod
b1,r70,s1168,t31671,m439,new,style,amod
b1,r70,s1168,t31685,m440,new,style,amod
b1,r70,s1170,t31715,m441,new,style,amod
b1,r72,s1202,t32367,m442,secret,book,amod
b1,r72,s1222,t32870,m443,distinctive,style,amod
b1,r72,s1227,t33014,m444,cultural,style,amod
b1,r78,s1305,t34983,m445,unique,style,amod
b1,r78,s1306,t35069,m446,dry,writing,amod
b1,r82,s1327,t35553,m447,controversial,book,amod
b1,r82,s1342,t35762,m448,new,style,amod
b1,r82,s1344,t35823,m449,easiest,book,amod
b1,r82,s1361,t36185,m450,frankish,style,amod
b1,r82,s1365,t36195,m451,own,style,amod
b1,r82,s1392,t36682,m452,deep,book,amod
b1,r83,s1401,t36984,m453,old,books,amod
b1,r84,s1406,t37148,m454,next,book,amod
b1,r85,s1452,t38013,m455,new,style,amod
b1,r85,s1452,t38014,m456,venetian,style,amod
b1,r89,s1481,t38808,m457,hardest,books,amod
b1,r94,s1542,t41027,m458,living,author,amod
b1,r94,s1543,t41038,m459,other,books,amod
b1,r94,s1545,t41102,m460,rare,books,amod
b1,r94,s1547,t41173,m461,unorthodox,book,amod
b1,r94,s1551,t41269,m462,legendary,books,amod
b1,r94,s1568,t41723,m463,other,books,amod
b1,r95,s1582,t42234,m464,significant,books,amod
b1,r95,s1584,t42297,m465,latter,book,amod
b1,r96,s1594,t42560,m466,european,style,amod
b1,r97,s1620,t43388,m467,huge,book,amod
b1,r98,s1629,t43670,m468,beautiful,writing,amod
b1,r98,s1630,t43731,m469,talented,writing,amod
b1,r99,s1637,t44133,m470,important,book,amod
b1,r101,s1653,t44504,m471,great,authors,amod
b1,r103,s1668,t44784,m472,venetian,style,amod
b1,r107,s1688,t45160,m473,exuberant,writing,amod
b1,r110,s1702,t45404,m474,new,book,amod
b1,r110,s1707,t45556,m475,unusual,style,amod
b1,r110,s1711,t45690,m476,audio,book,amod
b1,r111,s1720,t45955,m477,frankish,style,amod
b1,r111,s1721,t46050,m478,frankish,style,amod
b1,r114,s1792,t47697,m479,eastern,style,amod
b1,r114,s1793,t47710,m480,individualistic,style,amod
b1,r114,s1794,t47733,m481,western,style,amod
b1,r116,s1816,t48148,m482,black,book,amod
b1,r117,s1823,t48319,m483,powerful,style,amod
b1,r118,s1828,t48438,m484,secret,book,amod
b1,r119,s1849,t49204,m485,innovative,book,amod
b1,r119,s1849,t49207,m486,blasphemous,book,amod
b1,r119,s1852,t49286,m487,recognizable,style,amod
b1,r119,s1853,t49325,m488,individual,style,amod
b1,r119,s1854,t49385,m489,individual,style,amod
b1,r119,s1855,t49473,m490,individual,style,amod
b1,r121,s1874,t50102,m491,written,book,amod
b1,r121,s1875,t50192,m492,illustrated,book,amod
b1,r121,s1878,t50284,m493,wonderful,book,amod
b1,r122,s1888,t50561,m494,modern,style,amod
b1,r123,s1914,t51133,m495,many,books,amod
b1,r123,s1914,t51134,m496,such,books,amod
b1,r124,s1920,t51245,m497,important,writer,amod
b1,r125,s1934,t51681,m498,smart,book,amod
b1,r126,s1943,t51901,m499,artistic,style,amod
b1,r127,s1949,t52067,m500,amazing,book,amod
b1,r127,s1951,t52094,m501,written,book,amod
b1,r127,s1951,t52107,m502,complicated,book,amod
b1,r129,s1975,t52702,m503,worthwhile,book,amod
b1,r130,s1980,t52777,m504,new,writer,amod
b1,r130,s1980,t52778,m505,favorite,writer,amod
b1,r131,s1982,t52830,m506,physical,books,amod
b1,r132,s1985,t52897,m507,other,books,amod
b1,r135,s1992,t53066,m508,original,book,amod
b1,r142,s2007,t53285,m509,prominent,writers,amod
b1,r142,s2007,t53286,m510,contemporary,writers,amod
b1,r142,s2007,t53287,m511,turkish,writers,amod
b1,r142,s2007,t53307,m512,great,book,amod
b1,r142,s2008,t53325,m513,european,style,amod
b1,r142,s2014,t53462,m514,illustrated,book,amod
b1,r142,s2014,t53466,m515,venetian,style,amod
b1,r142,s2017,t53588,m516,profound,book,amod
b1,r143,s2037,t53932,m517,new,style,amod
b1,r143,s2037,t53959,m518,special,book,amod
b1,r143,s2038,t54009,m519,complete,style,amod
b1,r143,s2041,t54119,m520,frankish,style,amod
b1,r143,s2042,t54154,m521,new,book,amod
b1,r143,s2042,t54172,m522,frankish,style,amod
b1,r143,s2044,t54222,m523,innovative,author,amod
b1,r143,s2050,t54412,m524,compelling,book,amod
b1,r143,s2070,t54793,m525,plotted,book,amod
