user_id,user_name,comment,comment_date
98545,Sarah,"Orhan Pamuk won the Nobel Prize for literature this year. Described as “part murder mystery, part love story,” I found this to be an absorbing novel, but what most interested me, and the reason that I recommend this book to you, were the passages which attempt to describe the late sixteenth-century Istanbul miniaturists’ attitudes towards art. My Name is Red, though it seems to be only loosely based upon historical fact, deals with the repercussions of the meeting of two visual worlds: Venetian portraiture and Islamic illustration.. Also, Pamuk writes some of the most fascinating lists I’ve read. I must admit that when I encounter lists in novels I usually skim them, but I found Pamuk’s lists engrossing throughout. I have typed out a few passages that I found especially significant, but they work better in context, of course.. Describing a painting of a horse.. “It is a handsome horse: a horse of the Ottoman line. It is a symbol that would demonstrate to the Venetian Doge Our Sultan’s wealth and the regions under his control. But on the other hand, as with everything the Venetian masters depict, this horse was also to be more lifelike than a horse born of God’s vision, more like a horse that lived in a particular stable with a particular groom in Istanbul so that the Venetian Doge might say to himself, ‘Just as the Ottoman miniaturists have come to see the world like us, so have the Ottomans themselves come to resemble us,’ in turn, accepting Our Sultan’s power and friendship. For if you draw a horse differently, you begin to see the world differently [emphasis added]. Despite its peculiarities, this horse was rendered in the manner of the old masters” (266).. Note the clever implications regarding Pamuk’s own novel.. Did a painting become legendary for what it was or for what was said about it? (266).. The musings of one of the Istanbul miniaturists.. My paintings reveal what the mind, not the eye, sees. But painting, as you know quite well, is a feast for the eyes. If you combine these two thoughts, my world will emerge. That is:. ALIF: Painting brings to life what the mind sees, as a feast for the eyes.. LAM: What the eye sees in the world enters the painting to the degree that it serves the mind.. MIM: Consequently, beauty is the eye discovering in our world what the mind already knows (281).","May 25, 2007"
7022024,Mike,"So yeah, I expected to like this book a lot. I mean, I. typically enjoy books from this setting. . For whatever reason I find the Byzantine and Ottoman Empires fascinating. Maybe because they sit between East and West and end up with a fascinating mix of different cultures and ideas, maybe because they are both so long lasting, or maybe it is because they, like Rodney Dangerfield, don't get no respect. But, as you can tell by the rating, it miserably failed to live up to my expectations.. Whatever the reason this book's description, murder of a miniaturist (artist) that was working on a controversial book for the Sultan, spoke to that part of my book sensibility. I mean, Ottoman Empire + Murder Mystery = Awesome book right? Right?!? RIGHT!?!?!?!. Well, in theory yes, but not in execution, for a multitude of reasons.. The biggest was that I just didn't care about the characters one bit. I didn't find any of them interesting or particularly engaging. Their troubles seemed particularly petty and uninteresting to me. The murder investigation (if it can even be called that) was mostly in the background and didn't really rev up until the end of the book. Too much was dedicated to the dull ""love"" story between Black and Shekure that bored me to no end (it didn't help there was a large age gap and the fact that they were first cousins). The first person and introspective nature of their POV characters just made them even more insufferable. Finally, the frequent change in POV was detrimental to any sort of narrative inertia.. Which isn't to say there were not any interesting characters, it just so happened that the only chapters that were engaging were from the POV of the recently deceased or items a storyteller was speaking through (a counterfeit coin, a dog, a horse). They explored more subtle aspects of Ottoman society and culture with a rather irreverent tone that pleased me. Or maybe they just weren't the boring humans the endeared themselves to me, honestly that bar was pretty low for me by the end.. And this is a shame because the book touches on what I think is a fascinating discussion about art, style, artist workshops, cultural and religious relationships within art and the wider society. All told the examination of how ""Frankish"" art, one that has perspective and tried to perfectly mimic what the artist sees, was going to impact the Ottoman style, which was based on older masters and the philosophy that a painting should represent what Allah saw. The idea that the old ways, which had been preserved for centuries, might be displaced by a new style, a style antithetical to the old way and from infidels, is a rich concept to explore. But the same themes about this topic were repeated too frequently and killed any interesting expansion of these ideas.. This book could have been great. It could have dug deeper into Ottoman society (of which we barely scratched the surface). It could have more clearly plumbed the depths of the artistic style dynamics that drove the action of the story without beating it into the ground. It could have had interesting characters that were dynamic and not bogged down in petty, uninteresting love plot lines. It could have been so much more but it wasn't and that may be the biggest tragedy of the entire thing. I'm not mad, I'm just disappointed.","Jun 30, 2016"
31294609,Ivan,My favourite book by Orhan Pamuk so far and one of the best pieces of historical fiction I read.,"Oct 27, 2014"
657496,Jeremy Allan,"At first look, Orhan Pamuk’s. My Name is Red. bears many resemblances to Umberto Eco’s. The Name of the Rose. : both take place in a period when manuscript illumination was a prestigious art, both deal in worlds where the licitness of books commanded great spiritual (and thus physical) importance, and both tell the story of a series of murders born out of the struggle for control of these things. Deeper consideration, though, shows that these two novels differ by more than the fact that the former in set in 16th century Istanbul, and the latter in 14th century Italy. Whereas Eco’s book centers on a group of clerics wrestling amongst each other (albeit in ways that represent much broader power struggles) over issues of faith,. My Name is Red. centers on secular artists, and though religion forms a thick blue vein through the story, Pamuk’s book is, before anything else, about art. In fact, to be even more precise, it is about perspective.. First, we have the historical context of the events of the story, where the Ottoman Empire was in frequent contact and competition with various European powers, notably Venice. This fraught contact led to the tentative exchange of ideas, in artistic techniques, for example. Thus, we come upon a major conflict in the background of this story: the arrival of European perspectival techniques in painting. Perspective in the visual arts brought with it a deep problematic in a Muslim society at that time, as the Koran sets clear limits on the righteousness of visual representation.. So, in this sense, we have another approach to perspective, that of competing interpretations of what constitutes righteousness and the righteous life. For Ottomans in the period in question, the official interpretation of the Koran and its religious authority were seated firmly with the Sultan. Pamuk’s story also introduces other perspectives, though, like that of Husret Hoja, a radical cleric who preaches an ascetic interpretation of the Koran, forbidding dancing, music, the drinking of coffee, and other “sinful” indulgences. His fanatic and violent followers reverberate with current fears of fundamentalist extremism of all stripes. Alongside the official, one might say moderate, interpretation and the extremist one, we have the many middling positions inhabited by the vast majority of the characters in the story: those who oscillate between secular and religious poles for reasons of fear, faith, and fastidiousness, among others.. Perhaps the most clear sense in which this story is about perspective, though, is in how it is told: while the novel is written in the first person, each of the fifty-nine chapters is narrated by a different character, and while the main characters reprise their roles as narrator many times, we still have twenty (by my count) different perspectives on what transpires in the story. And the point of view shifts radically, ranging from the perspective of a master illuminator, to a dog, to a corpse speaking from beyond the grave. None of these narrators are to be considered wholly reliable, each one addressing the reader more or less directly, often with the aim of persuading us. Much of that persuasion is related to guilt or innocence, as this is a story centered on murder, but that theme doesn’t exhaust the ways in which the various characters try to win us to their standpoint. They argue for art, religion, common decency, and many other reasons. Part of what makes this book masterful is that each voice is distinct and (mostly) consistent. The few moments where it becomes difficult to distinguish the voices of certain characters are, you discover later, purposeful and functional.. Let it be said: this is a superb book. It combines art, religion, and murder through a cunning weave of voices. No character is faultless, though many are deeply sympathetic, even in their faults. Where perhaps, at times, the story gets a little long-winded, especially in the exhaustive catalogues of paintings that characters marvel over, the expansive quality of the text makes for a good effect when Pamuk gets to the dirty business of violence and action; in a sense, the action is earned. For anyone interested in the period and culture of the middle Ottoman Empire, the text is fascinating and, without question, learned without being too overbearing in its smartness. Even in his great learning, Pamuk knows how to tell a story (to the point that it even becomes a joke in the text itself), even a murder mystery. I, for one, was never sure of the identity of the murderer before it was revealed, and this works well as a mechanism to keep the reader firmly invested in the narrative.. Whodunnit?!. Pamuk dunnit and dunnit well.. That last sentence was hard to write, both because of the annoying spelling, but also because I struggle to grant respect to Pamuk the man. I’ve had an aversion to him since I read his Nobel Prize acceptance speech; I reacted strongly against his ideas of what art is, who gets to make it, and what place he inhabits in that scheme. I also hated how he wrote about his father. But, I have had to soften my distaste and separate the man from the work. While I might still disagree with his personal views on art and writing, I cannot dispute his mastery, and this at least makes it a bit easier to grant him pardon on those personal views: he is so good that it is not a surprise that he feels as he does about the act of creation. And though I am beginning to think he cannot write a woman character (chapter fifty-four, “I Am a Woman,” may be the most revealing testament to that, intentional or not), Pamuk has shown me that despite controversy, the Nobel committee often selects very, very well. My growing love of Mario Vargas Llosa also adds to this sentiment of mine, but we’ll see how it progresses.. In any case, I recommend this book to anyone who has liked. The Name of the Rose. , even if I’ve already gone to lengths to show how the two books differ. Anyone interested should also not be scared off by the 666 pages: call him a devil, but if you commit yourself to the first four chapters, you’ll find yourself devoted to the rest of Pamuk’s tale. Besides, the pages turn easily; I found myself effortlessly reading one hundred pages in a sitting. If you’re still not certain, and if you haven’t already, try some of his other books first:. Snow. and. Istanbul. are both recommended. He still pisses me off, this Orhan Pamuk, but perhaps that is partly motivated by raw envy. In considering that, I realize that with. My Name is Red. , he has certainly taught me something, and that is his gift to give.","Aug 13, 2013"
5204784,Vonia,"This started out amazing. The first chapter is narrated by a dead man, Elegant Enfendi. Each chapter after that is narrated by someone indicated in a subtitle, including the protagonist (arguable) Black; his love interest since childhood/also his cousin Shekure; the other main miniaturists, nicknamed Butterfly, Olive, and Stork; the murderer (the main suspects are the other three miniaturists); Black's uncle/Shekure's father/the head miniaturist who was overseeing a secretive book requested by his grace the Sultan that led to this murder, Enishte Enfendi; Esther, the clothier, local gossip, and matchmaker on the side, one of me favorite personalities (""Does love make one a fool, or do only fools fall in love?""); a coin, a tree, the color red (""colors are not known, but felt""; try to explain a color to someone who has always been blind.. Does this all seem confusing? Well, it was. Definitely found myself needing to reread; reading a lot of beautiful words and passages, but then having to question what exactly it was that I read.. As the novel went on it became more and more philosophical, becoming more confusing as it went. Most of it was interesting, though drawn out. By the last hundred pages, I really lost interest and moved on to another book before coming back to finish reading this. Even then, it was a little bit of work.. One of the things I always love about Orhan Pamuk is how he ""cameos"" in most of his novels. Here, he is the younger son to Shekure, the one who likes Black, while his older brother has a loyalty to Shekure's first husband and their father, missing for years now.. Obviously there is a lot of history here; the Ottoman time period, accurately portrayed, even very well portrayed from what I understand. Time and setting are there own characters here. Most of it went over my head, as I am the first to admit that history is not my forté. A chronology from around 330 B.C. until 1617 is even included as an appendix.. I did like the ambiance of the novel, the feeling and transporting experience that Pamuk is always able to masterfully create. A world with Sultans and swords, gilded illustrations and beautiful books, secret bills and illuminated manuscripts, jinns and ghosts, gold coins and palaces, dark alleys and open air markets, murder and intrigue, love and war. There is constant mention of the ancient story of Hüsrev and Shirin, in particular a scene where she falls in love with him after seeing his picture, a frame having from a tree in the countryside.. I found interesting the method used by Master Osman to determine the murderer. In a painting of a horse they know to be by the hand of the murderer, they notice an irregularity on its nose. To locate this same irregularity again would be to locate the murderer. At least according to the ""courtesan method"", which would uncover the hidden signature of the artist, borne by a horse which has been drawn from memory through the quick and skillful movement of the hand. The theory goes that artists draw from memory (even when copying another painting, the artist is looking at his own painting and hand as he paints, so for those few seconds from looking from the other painting to his own, is still painting from memory), and therefore in something so subtle could not be prevented. ""Even mediocre artists must know a genuine illustration isn't drawn according to what the eye sees at any particular moment, but according to what the hand remembers and is accustomed to. The painter is always alone before the page. Solely for this reason he is always dependent on memory."". Incorporated with the above is the belief first expressed by the great miniaturist Bihzad that the greatest illustrators would be granted blindness by Allah in their later years. Many of the miniaturist of the old style still look upon blindness as a great virtue of Allah's Grace, and may even sit for weeks in the darkness in the dim light in order to learn how to receive the world like a blind man, despite not truly being blind. Bizhad blinded himself in order to avoid being forced to paint like the Venetians. Master Osman does the same. Black blinds Olive, the murderer, before he escapes (then is subsequently murdered). This is an interesting concept to me, as I do see a great amount of validity in the idea that the best artist should be able to draw and paint blindly.. The main art philosophy discussed is how the miniaturists (illustrators are called miniaturists here) should be painting. Namely, the Ottoman way is to follow tradition, to not try to stand out. Painting without its story is impossible. ""Style"" is imperfection. A perfect one needs no signature. ""Signature"" and ""Style"" are but means of brazenly The feared, ""sinful"" way is that of the French. The secret book (one painting especially) Enishte was is charge of, by request from The Sultan, was such a sin and was the cause of the murder and all the subsequent drama because 1) things were not depicted according to their importance in Allah's mind, but realistically, as they appeared to the naked eye; 2) The Sultan, The Caliph of Islam, was the same size as a pet; 3) Satan was also the same size, furthermore, in an endearing light; worst of all, 4) The Sultan, like the Christians and their idolatrous tendencies with their portraits, was as large as life and his face had full details!. Conclusion: Should have been a lot shorter. Has some great insights into Art Philosophy. Another great portrayal of the Turkish/Ottoman time period. Liked the metafiction/fourth wall aspects and Pamuk's cameo. Would have loved this if it were condensed.. ""Painting meant seeing this world yet depicting it as if it were the Otherworld."". "" What we essentially want is to draw something unknown to us in all its shadowiness, not something known to us in all its illumination."" (I disagree. I want something unknown to us in all its illumination. But something to think about.). **** Spoilers ****. I guessed who the murderer was early on. One of the main clues for me was on Page 238.. Elegant Effendi believed that portraiture was the greatest of sins and it was because Olive was afraid he would reveal what they had all done (albeit unknowingly) for this secret book, shaming them all, that he died.. Aside from the art discussions, there is the story of protagonist Black. He had been in love with his cousin Shekure since they were young children. In fact, he left Turkey as a young teenager after being turned down by her on order to forget her. It is now right years later and he has returned from his world travels. Shekure had since married, but her husband went off to war and had yet to return. He did that his love for her had never died, and she has some for him (keyword ""some"". I never get the sender she truly loves him with any passion). In order to marry Black, she has to file for divorce by finding neighbors to pledge to her husband's death. I believe she is doing this for selfish reasons; because her husband's brother Hasan is determined to ""keep"" Shekure, almost as a slave. According to him, under the eyes of Allah, she belongs to him, the brother of a very much alive man who he has claimed for years will return very soon.. After the showdown amongst the illustrators, the murderer Olive stabs Black in the shoulder before his escape into the night; his plan is to board a ship the following morning. Hasan, mistaking him for one of Black's men who had abducted Shekure from his place in the middle of the night, murdered him before this could transpire. Black's wounds are not fatal, but does cause his shoulders to be uneven for the remainder of his life. As told by ""I, Shekure"" in the final chapter, he is depressed from then on; not, as most suspect, because of his neck that never completely heals. Shekure is not entirely sure why her husband black is depressed for the rest of his life, but I suspect it has to do with his loss of pride. It certainly does not help that her ex husband's brother Hasan was the one who killed Olive, the one deed Shekure had asked of him, to avenge her father's murderer. Shekure, in my opinion, never truly loves Black; is admittedly a little in love with Hasan.. The secret book with the sinful paintings, the book that started all these murders, was never finished.","Feb 17, 2017"
1805692,Amalia,"I've spent quite a bit of time debating how to rate this book- more than once it nearly landed on my ""May I please have these hours of my life back"" shelf, mostly because it moves so, so slowly and because (for me) the detail that Pamuk puts into it turns into nothing more than tedium.. However, parts of the story are so beautiful and well-written (see the chapters written from the perspective of the color red or the horse in the painting) that I don't feel that my time was entirely wasted.. Why this book was difficult for me:. -The book moves incredibly slowly; as best I was able to calculate, all 400+ pages of ""action"" occur in approximately one week.. -I found it absolutely impossible to connect with the characters at an emotional level. Esther, who is a bit player, was the one I found most interesting and would really enjoy learning more about.. -Did I mention that it's really, really slow-moving? Like molasses. In winter.. Why this book was wonderful:. -Pamuk's writing is lyrical, as it always is.. -The cultural tension of being Turkish and the implications of the Eastern and Western influences; this was something that going to Turkey gave me a much greater appreciation for.. Would I re-read it? Hell no. Should this be your introduction to Pamuk? Again, Hell no. Start with Snow. Or Istanbul. Anything but this. Is it worth reading? If you can tolerate the inertia, absolutely!","May 12, 2010"
684169,laura,"this book sort of felt like a text from an art history elective i never went to but had to study for the final...with all its intricate descriptions of artworks that were interesting, but too unfamiliar to respectably imagine, i skimmed paragraphs and pages waiting to get the chunky parts of the story. i really wish it had pictures to be honest.. as one member of my book club said ""i feel like i need to read this book again, but i wish i never read it in the first place"". the whole time i was thinking ""nobel prize winner...it must be worth it...nobel prize winner...it must be worth it"".. the characters are written well as full people you can imagine, but the point of the plot is a mystery that never truly compelled me.. i'm aware that the translation could be a factor, as well as my complete lack of knowledge about the history and culture of turkey, the muslim faith, and the political subtleties that are probably at play.. i guess a lot of it went over my head. i've heard his other books are easier, and i'd definitely try another one, but it'd be hard for me to recommend this book to anyone like me.","Dec 14, 2007"
5617661,Jan-Maat,This is the epitome of foreign books in translation that win international prizes. It uses an international genre - in this case the murder mystery - and uses it to peer into the world of the court painters of the Ottoman Empire in the the early days of the seventeenth century.. The tale is told from the point of view of numerous characters & non-characters including the colour red of the title as it takes us from the coffee shops and street life of Istanbul and past the distinct regional styles of painting a horse's nostrils while searching for the murderer.. What more can one hope for from a paperback picked up at Heathrow airport?,"Jun 16, 2011"
2231715,Lewis Weinstein,"Lots of people must like this book (it won a Nobel Prize), but I put it aside after less than 50 pages. It seems to me that this, like WOLF HALL, was written more to please the author than his readers.","Nov 15, 2012"
3687216,Yelda Basar Moers,"""Painting is the silence of thought and the music of sight."". I adore this book, a love story and philosophical thriller immersed in the life of miniature painting in the Ottoman court. I found myself spellbound by its prose the first time I read it! And now even more so with the second read. Nobel-prize-winning Turkish author Orhan Pamuk has a style reminiscent of Borges, Proust and Nabokov. A soulful, dreamy quality emanates from his sentences and chapters, which read like an epic poem as much as they illuminate with vibrant storytelling. There are so many poignant and poetic phrases, such as ""I don't want to be a tree, I want to be its meaning,"" ""to paint is to remember,"" and ""time doesn't flow if you don't dream."". My Name is Red is set in the 16th century Ottoman Empire and chronicles the lives of a workshop of miniaturists who have been commissioned by the reigning Sultan to complete a book of paintings. Two of the members are murdered and the main narrative follows the trail of discovering the culprit. It is a philosophical thriller but also a love story. One of my favorite passages from the book is the following: ""Tell me then, does love make one a fool or do only fools fall in love?"". There are at times the most intricate details about miniature painting and multiple narratives that switch with each chapter (there are a total of twelve narrators, among them the main characters, but also Satan, Death, a Tree and a Dog). The book has its own original form, almost as a miniature painting in itself, and delves into the life of 16th century Islamic miniature art in a way that few books can do. Orhan Pamuk himself won the Nobel Prize for Literature in 2008. His writing enchants and leaves me breathless every time! He's written a number of novels, essays and a beautiful memoir about Istanbul, the city my father was born and raised in. I've read several of his books and I look forward to reading the rest of his oeuvre!. Some critics say the novel is dead, but My Name is Red is an example of how the novel is very much alive. Here is a living, breathing piece of life and art. It’s truly a masterpiece. A contemporary classic, if such a category is possible, for we know it will go into the canons of great literature.","Jun 05, 2011"
66366804,Usman Hickmath,"Reading My Name is Red was like having a candle light dinner with the loved one on honeymoon. A very rich experience which will be in memory for a long time.. There is love, there is art, there is heartbreak, there is mystery and history in this wonderfully crafted master piece.. You will come across stunning lines like these page after page.. ”Painting is the silence of thought and the music of sight”'. “Color is the touch of the eye, music to the deaf, a word out of the darkness”. “Love comes after marriage. Don’t forget: Marriage douses love’s flame, leaving nothing but a barren and melancholy blackness. Of course, after marriage, love itself will vanish anyway; but happiness fills the void. Still, there are those hasty fools who fall in love before marrying and, burning with emotion, exhaust all their feeling, believing love to be the highest goal in life”. “I can’t read what’s written, but I can always have someone else read it. And as for what’s not written, I can quite readily “read” that myself” – An illiterate courier who carriers letters between three main characters.","Mar 28, 2017"
5459072,Neal Adolph,"Let me be careful here, talking about this big and beautiful book. The three stars doesn't reflect the heights that it brought me to, the excitement it filled me with, the thrill of beautiful language and beautiful imagery, of endearing characters and of interesting ideas. No, the three stars doesn't capture that, and so I think you would be mostly wise to ignore the stars entirely; maybe you can even forgive me for having used stars. I like them. They are pretty.. But I can't give the book more than three stars in good conscience, and so I have settled on that worst of all the numbers - the one that spreads from the truly disappointing. The Human Stain. to the passable and pleasant. The Glassy Sea. to the endearing and enduring. Segu. - in the hopes that you will overlook the writing and give this book a chance one day. It contains a lot of gems.. The most prominent of those gems is, I would say, the writing, which at times is over-indulgent, but is almost always beautiful. When it gets going, when its pacing is just right, it reaches the heights of Garcia Marquez and Rushdie, the high romanticism of euphoria. When it isn't quite right it fumbles in search of some good editing.. The next most prominent is the theme, or the layers of themes, which fill this book. It plays with art, predominantly, and how that art should be informed by society or shouldn't be, and what kind of relationship we can have with art. It ranges from the obsessive, to the conservative, to those desiring mass changes to the standard to those hoping to protect. It tosses in colonialism, and the political battles between East and West at the end of the 16th Century. It discusses power, of course, as all things do. It really does all of these things wonderfully, beautifully, wrapping it all in the often miraculous words and sentences and images that I referenced above.. The next most prominent, for me, is the depth of the world that we are shown in this book. This is a strength, though I found it difficult for me to interact with it at times given my extreme ignorance of the region, the religion, the history and context. But it is lovely, and rich, in its representation here. I was often totally impressed by the meta-fictional references to literature from 450 years ago. I was often totally impressed by the body of parables that Pamuk brings to the table. This is clearly a world very different than anything I have ever experienced, and it is, in many ways, a beautiful place to let your mind explore for a bit.. The next most prominent are the voices. There are a lot of them in this book with each chapter having a different narrator than the one which preceded it. At times those voices are from inanimate objects which have some grand story about how they have come to exist, and that, in their way, add some kind of commentary onto the book. I love thinking of being told a story by a coin, a tree drawn on paper, a skull, the colour Red, but I also came to admire the intelligence of Black, of Osman, of Shekure, and, most of all, of Esther. The characters here are endearing, memorable, pleasant to witness and read the world with.. So the voices are great, and they make great characters. Except for those characters which are, perhaps, most important to the central murder plot. Butterfly, Stork, Olive, and Elegant are all difficult to differentiate from each other. I guess that is important as plot device, but it makes the plot seem like it is fluffy - a poorly disguised vehicle to explore some of the ideas which the author found more intriguing. And here is the cause of the three stars (everything I have said thus far would suggest that the book is worthy at least of 4, no?). The plot is difficult to make sense of as it develops and, when it does take on some kind of concrete form for the reader, it ultimately feels like it is borderline absurd or silly, and really not of any great consequence. It has its strong moments, of course, but it also had its weak moments - and unfortunately, it ends on a moment of weakness rather than power.. But I don't think anybody is really going to come away from this book feeling like they read it for the story or plotline - at least, I hope not. It contains something far more important to offer us, stories and ideas far more intriguing than the story we are witnessing. I would like to come back to it after learning more about Turkey and the Ottoman Empire, maybe after reading more by Pamuk. I suspect there are a great many secrets I have missed entirely. Illuminated scripts sound enchanting and this book may be as well.","Nov 15, 2016"
21812440,Erwin,"An exceptional novel. A great picture of 16th century Ottoman Empire. A very interesting lesson in Ottoman/Islamic art history. I do believe, however, that I missed clues due to my lack of knowledge on the topic, on the other hand that is a great excuse for a reread.","May 31, 2016"
4684009,WILLIAM2,Fabulous. A relentless read for me.,"Mar 24, 2011"
55219317,Amber,"""Books which we mistake for consolation, only add depth to our sorrow""","Apr 07, 2019"
6942006,Suzy,"I have a love/hate relationship with this novel of a group of miniaturists who illustrate Islamic texts in the 1500's.. Love: the unusual way it's written; the cast of characters, who speak for themselves in chapters titled ""I am called Black"" or ""I am a coin"", for example; learning about miniatures, the rules of Islamic art, and the culture of the groups of illustrators that create them; that it's a murder mystery, love story and a cultural treatise on the changes going on at this point in time when influences from Europe were changing art; that it led me to exploring more about art from this era - fascinating!. Hate: went on for way too long and after about 40% of the 20+ hours (count them!!!!) it devolved into a boring story of which miniaturist drew what in order to figure out who the murderer was, how they either went blind or put their eyes out because blindness was a source of pride, etc. etc. I was ready to poke my own eyes out!. But I persevered and listened to the entire thing. John Lee did an admirable job in voicing all the characters and I'm glad I read this even though I didn't like it as much overall as I did in the first part. It could have been exhilarating if the second 60% had been condensed.","Dec 17, 2016"
833700,Kirsten ,"This book was gilded by beautiful language, much like the paintings in the novel were gilded by the poor Elegant Effendi.. This was a mystery in a beautiful setting and beautiful language. I could not read this book too fast. Many paragraphs and chapters I had to re-read to make sure I was getting the full meaning. That's not too say this book was dense or hard to read. It is just that it is a book to be savored.. The mystery plot was well thought out and the use of multiple points of view - while frustrating at times - made for an excellent plot.","Dec 09, 2016"
7392004,Quo,"My Name is Red. is a novel on a grand scale, set in 16th century Istanbul, a tale that is complex, wondrous & at times humorous but which also represents an occasionally frustrating blend of Turkish history, autobiographical detail & ultimately a murder mystery that sweeps the reader into the late medieval Muslim world of miniaturist art & the lives of those devoted to creating it. Orhan Pamuk's masterful work of fiction can be compared to Herman Hesse'. Magister Ludi. (The Bead Game) and Umberto Eco's. The Name of the Rose. .. The first person narrative includes the primary miniature artists, including Olive, Stork, Butterfly & Black but also extended to their mentor & head illustrator, Osman, Black's beloved, Shekure, a tree, a horse, a dog, a corpse, Satan & two dervishes. The elaborate cast of characters stating their case even includes the color red, becoming akin to an active character in the novel. In an attempt to describe how these many divergent voices interact with each other, I would suggest that. My Name is Red. functions as a kind of morality play pitting opposed forces against one another--good vs. evil; east vs. west, with Istanbul as crossroads; traditional Muslim miniaturist art vs. the encroaching force of Venetian or ""Frankish"" (western) art that is more representational & more personal; and even Persian military strength & Chinese influence arriving via the Silk Road, viewed as a threat to Islamic art, to the Koran & to the Turkish interpretation of history.. However, of the many infidel or non-Islamic incursions, the greatest peril occurs when the sultan sends envoys to Italy to view Venetian paintings that are far different from traditional miniaturist art in terms of style, use of color, the manner in which the characters are personalized & even the employment of the artist's signature on the painting, all of which are seen by some as a distinct threat to Islamic values. For, traditional miniaturist art is representational only in a vague manner, most certainly never portraying specific or recognizable faces rather than generic figures. It is declared by a renowned Islamic historian from Herat in present-day Afghanistan that ""the greatest sin of the devil is to say. I. "". Alas, there are a great many ""infidel influences"", coffee among them. Here is just one view of the way in which the work of a miniaturist is viewed:. We mistakenly assumed that these stories arose out of words & that illustrations were painted in service to these stories. Quite to the contrary, painting is the act of seeking out Allah's memories & viewing the world as he sees it. A miniaturist united with the vision & landscape of Allah's immortal time can never return to the manuscript pages meant for ordinary mortals.. My Name is Red. is exceedingly dense at times, introducing Turkish history & rarefied words dealing with miniature art that have a particular meaning only in the context of the story, while at the same time conveying a rich tapestry of detail that with each page causes the reader to become increasingly invested in this amazing jigsaw puzzle of novel. One of the considerable allegorical tools used by Orhan Pamuk in. My Name is Red. is countering the illumination of visual detail via illustration with blindness. The author does this very adeptly throughout his novel. Miniaturists are so devoted to their craft that eventual blindness is seen as a gift.. They accepted the work, the endless drawing & staring at pages by candlelight for days without break, as the pleasurable labor that delivered the miniaturist to blindness, with some seeking out the most appropriate moment for this most glorious of approaching eventualities, either by purposely hurrying blindness through the painstaking depictions of trees & all their leaves on fingernails, grains of rice & even on strands of hair, or by cautiously delaying the imminent darkness by the effortless drawing of pleasant sun-filled gardens. Some of the miniaturists of the old style look upon blindness as the greatest virtue of Allah's grace & they are embarrassed by growing old but not blind.. Later in the novel, a miniaturist intentionally blinds himself in order to ""preserve his vision"" of art within his consciousness, while not being called upon to adjust to a changing style, while another artist is blinded by a rival. The questions arises as to whether the measure of a miniaturist's talent is to depict everything with perfection or to introduce into the picture that which no one else can see. Always, art is driven by an intense life-force which can either ""force the most devout man to renounce his faith or bring the most hopeless, unrepentant unbeliever to Allah's path"". For, if an artist draws a horse differently, he begins to see the world differently, with the ensuing personal style seen as leading to damnation.. What attracts us to writing, illustrating & painting in bound up in a fear of retribution. We also want those we have forsaken to see & appreciate the inspired pictures we've made, even if they should call us sinners. Genuine painting is hidden in the agony no one sees & which others will call bad, heretical or blasphemous. Oh the suffering this brings upon the painter of genuine talent, a frightful, nerve-wracking experience! The birth of a new style vs. imitation of an old one results in years of disagreements, jealousies & rivalries.. There is murder embedded within. My Name is Red. but to even hint at the complexity to this aspect of the novel might come close to revealing the mystery that is at the heart of Orhan Pamuk's master work. What constituted for me much of the beauty of this expansive novel was the author's attempt to have the reader see the world through the eyes of the characters in a miniature painting, to drop back in time as it were & to visualize Istanbul in the 16th century, with each element of this mosaic of characters having a distinct voice, even if the reader is a. Frank. (non-Islamic) spectator ""committing the error of looking at the world with his naked eye & rendering what he saw."". As with the title of the Pamuk novel, red is more than just a color in the miniaturists' palate but has a metaphorical & symbolic role to play, merging bloodshed with a dominant, forceful color, as when a character intones, ""we imagined how we watched with pleasure the slow spread of a deadly red seeping from a bronze inkpot that had cracked over a page 3 illuminators have labored on for 3 months."" Likewise, there are frequent references to the early 11th century Persian epic, the. Shahnameh. (""Book of Kings"") by Ferdowsi & to the tale of Husrev & Shirin, a 12th century Persian work by Nizami. There are elements in. My Name is Red. that bear witness to these classic stories & others that are drawn from the author's own life.. I have chosen to focus on the craft of painting & illustration in my review because it was through a long consideration of the process of painting that Orhan Pamuk was able to distill his knowledge of miniatures into the tale that eventually became the novel. However, in this way, I can also avoid dealing with spoiler alerts & leave the solution to the novel's great mystery component to future readers.. My Name is Red. represents a fusion of words & colors, of narrative tale & miniature art + the fairy tale-like material derived from classical Islamic literature, all in all, a magical blend.. *The author's very personal introduction in my Everyman's Library/Alfred A. Knopf version of the novel is extensive & stands as an overview of the gestation process for. My Name is Red. , 6 years in the process of writing but reflective of the author's lifetime of interest in painting in general & specifically the world of miniature art. The translation from the Turkish was by Erdag Goknar. **The map & historical chronology were also quite helpful.","Sep 16, 2019"
